Name,Type,Total,Mud,Wood,BurntBrick,Stone,Cement,FloorTiles,Other
District - Jehanabad,Total,"207,775","147,530",971,"14,298",826,"43,345",557,248
District - Jehanabad,Rural,"181,477","139,359",873,"12,345",710,"27,780",192,218
District - Jehanabad,Urban,"26,298","8,171",98,"1,953",116,"15,565",365,30
District - Arwal,Total,"139,561","109,363",283,"6,090",650,"22,981",112,82
District - Arwal,Rural,"130,087","103,803",276,"5,524",534,"19,775",98,77
District - Arwal,Urban,"9,474","5,560",7,566,116,"3,206",14,5
STATE - CHANDIGARH,Total,"277,058","12,754",353,"2,941","27,978","194,547","35,729","2,756"
STATE - CHANDIGARH,Rural,"8,300",583,12,316,721,"6,355",281,32
STATE - CHANDIGARH,Urban,"268,758","12,171",341,"2,625","27,257","188,192","35,448","2,724"
District - Chandigarh,Total,"277,058","12,754",353,"2,941","27,978","194,547","35,729","2,756"
District - Chandigarh,Rural,"8,300",583,12,316,721,"6,355",281,32
District - Chandigarh,Urban,"268,758","12,171",341,"2,625","27,257","188,192","35,448","2,724"
STATE - DADRA & NAGAR HAVELI,Total,"89,652","30,740",144,695,"1,848","29,976","25,983",266
STATE - DADRA & NAGAR HAVELI,Rural,"41,038","26,207",52,461,347,"9,407","4,544",20
STATE - DADRA & NAGAR HAVELI,Urban,"48,614","4,533",92,234,"1,501","20,569","21,439",246
District - Dadra & Nagar Haveli,Total,"89,652","30,740",144,695,"1,848","29,976","25,983",266
District - Dadra & Nagar Haveli,Rural,"41,038","26,207",52,461,347,"9,407","4,544",20
District - Dadra & Nagar Haveli,Urban,"48,614","4,533",92,234,"1,501","20,569","21,439",246
STATE - DAMAN & DIU,Total,"75,108","2,802",99,831,"1,699","42,263","27,279",135
STATE - DAMAN & DIU,Rural,"17,208","1,843",11,18,420,"9,340","5,547",29
STATE - DAMAN & DIU,Urban,"57,900",959,88,813,"1,279","32,923","21,732",106
District - Diu,Total,"15,176",483,2,4,113,"8,174","6,389",11
District - Diu,Rural,"8,390",453,2,3,73,"5,213","2,639",7
District - Diu,Urban,"6,786",30,0,1,40,"2,961","3,750",4
District - Daman,Total,"59,932","2,319",97,827,"1,586","34,089","20,890",124
District - Daman,Rural,"8,818","1,390",9,15,347,"4,127","2,908",22
District - Daman,Urban,"51,114",929,88,812,"1,239","29,962","17,982",102
STATE - NCT OF DELHI,Total,"4,053,376","100,975","3,485","121,811","567,506","2,622,085","620,392","17,122"
STATE - NCT OF DELHI,Rural,"101,062","11,541",123,"11,478","9,865","61,373","6,239",443
STATE - NCT OF DELHI,Urban,"3,952,314","89,434","3,362","110,333","557,641","2,560,712","614,153","16,679"
District - North West,Total,"874,543","30,442","1,010","40,384","140,716","556,655","101,806","3,530"
District - North West,Rural,"53,402","6,296",84,"7,124","5,053","32,377","2,313",155
District - North West,Urban,"821,141","24,146",926,"33,260","135,663","524,278","99,493","3,375"
District - North,Total,"267,315","3,606",142,"6,991","32,519","197,861","25,488",708
District - North,Rural,"3,661",187,6,181,75,"3,054",156,2
District - North,Urban,"263,654","3,419",136,"6,810","32,444","194,807","25,332",706
District - North East,Total,"446,651","7,278",351,"15,332","42,276","343,522","36,793","1,099"
District - North East,Rural,"4,386",423,5,524,231,"2,987",210,6
District - North East,Urban,"442,265","6,855",346,"14,808","42,045","340,535","36,583","1,093"
District - East,Total,"421,721","6,060",284,"7,970","67,032","245,650","93,130","1,595"
District - East,Rural,961,1,0,1,87,464,378,30
District - East,Urban,"420,760","6,059",284,"7,969","66,945","245,186","92,752","1,565"
District - New Delhi,Total,"47,201","1,410",82,"1,087","3,143","28,442","12,770",267
District - New Delhi,Rural,0,0,0,0,0,0,0,0
District - New Delhi,Urban,"47,201","1,410",82,"1,087","3,143","28,442","12,770",267
District - Central,Total,"178,468","2,031",272,"4,298","19,872","124,929","26,543",523
District - Central,Rural,0,0,0,0,0,0,0,0
District - Central,Urban,"178,468","2,031",272,"4,298","19,872","124,929","26,543",523
District - West,Total,"618,923","14,025",357,"14,681","108,648","364,036","114,199","2,977"
District - West,Rural,"1,561",89,2,165,195,977,106,27
District - West,Urban,"617,362","13,936",355,"14,516","108,453","363,059","114,093","2,950"
District - South West,Total,"550,274","19,860",367,"16,813","73,194","338,435","97,889","3,716"
District - South West,Rural,"34,559","4,362",24,"3,406","3,945","19,919","2,740",163
District - South West,Urban,"515,715","15,498",343,"13,407","69,249","318,516","95,149","3,553"
District - South,Total,"648,280","16,263",620,"14,255","80,106","422,555","111,774","2,707"
District - South,Rural,"2,532",183,2,77,279,"1,595",336,60
District - South,Urban,"645,748","16,080",618,"14,178","79,827","420,960","111,438","2,647"
STATE - GOA,Total,"443,153","71,788",990,"1,028","11,754","166,642","187,029","3,922"
STATE - GOA,Rural,"167,180","49,416",292,484,"4,144","64,045","47,809",990
STATE - GOA,Urban,"275,973","22,372",698,544,"7,610","102,597","139,220","2,932"
District - North Goa,Total,"248,294","42,824",632,507,"7,086","91,836","103,529","1,880"
District - North Goa,Rural,"94,670","28,632",186,229,"2,513","37,020","25,560",530
District - North Goa,Urban,"153,624","14,192",446,278,"4,573","54,816","77,969","1,350"
District - South Goa,Total,"194,859","28,964",358,521,"4,668","74,806","83,500","2,042"
District - South Goa,Rural,"72,510","20,784",106,255,"1,631","27,025","22,249",460
District - South Goa,Urban,"122,349","8,180",252,266,"3,037","47,781","61,251","1,582"
STATE - GUJARAT,Total,"15,083,296","3,914,481","28,002","86,349","1,177,748","4,369,493","5,459,853","47,370"
STATE - GUJARAT,Rural,"8,108,315","3,621,998","16,816","51,495","376,191","2,730,200","1,288,157","23,458"
STATE - GUJARAT,Urban,"6,974,981","292,483","11,186","34,854","801,557","1,639,293","4,171,696","23,912"
District - Kachchh,Total,"586,951","37,836","1,590","1,918","10,036","382,389","151,344","1,838"
District - Kachchh,Rural,"376,466","32,247",626,951,"5,973","280,239","55,652",778
District - Kachchh,Urban,"210,485","5,589",964,967,"4,063","102,150","95,692","1,060"
District - Banas Kantha,Total,"679,842","264,943","1,793","5,649","45,347","297,553","63,429","1,128"
District - Banas Kantha,Rural,"566,460","256,653","1,618","4,759","23,439","250,679","28,425",887
District - Banas Kantha,Urban,"113,382","8,290",175,890,"21,908","46,874","35,004",241
District - Patan,Total,"329,542","92,678",702,"3,177","31,254","136,880","63,564","1,287"
District - Patan,Rural,"248,450","87,655",577,"2,484","15,077","112,058","29,488","1,111"
District - Patan,Urban,"81,092","5,023",125,693,"16,177","24,822","34,076",176
District - Mahesana,Total,"532,191","100,308","1,459","3,860","45,320","256,762","122,998","1,484"
District - Mahesana,Rural,"379,626","91,930",996,"3,008","28,383","200,932","53,355","1,022"
District - Mahesana,Urban,"152,565","8,378",463,852,"16,937","55,830","69,643",462
District - Sabar Kantha,Total,"574,369","211,215","1,198","3,281","16,600","268,528","72,365","1,182"
District - Sabar Kantha,Rural,"472,953","203,202",965,"2,972","10,878","222,686","31,271",979
District - Sabar Kantha,Urban,"101,416","8,013",233,309,"5,722","45,842","41,094",203
District - Gandhinagar,Total,"350,155","64,267",929,"3,096","22,719","147,019","111,203",922
District - Gandhinagar,Rural,"189,312","52,678",552,"2,027","9,099","99,532","25,036",388
District - Gandhinagar,Urban,"160,843","11,589",377,"1,069","13,620","47,487","86,167",534
District - Ahmadabad,Total,"1,911,888","160,772","1,880","11,945","309,501","408,295","1,013,137","6,358"
District - Ahmadabad,Rural,"301,827","129,436",592,"2,943","19,771","111,105","37,021",959
District - Ahmadabad,Urban,"1,610,061","31,336","1,288","9,002","289,730","297,190","976,116","5,399"
District - Surendranagar,Total,"437,288","103,823",735,"2,903","9,460","204,578","113,596","2,193"
District - Surendranagar,Rural,"299,792","97,122",475,"2,088","5,578","143,351","49,564","1,614"
District - Surendranagar,Urban,"137,496","6,701",260,815,"3,882","61,227","64,032",579
District - Rajkot,Total,"1,031,529","113,636",661,"3,827","26,744","269,723","613,311","3,627"
District - Rajkot,Rural,"406,879","95,970",332,"1,508","9,540","132,505","165,247","1,777"
District - Rajkot,Urban,"624,650","17,666",329,"2,319","17,204","137,218","448,064","1,850"
District - Jamnagar,Total,"559,283","67,397","1,063","3,921","9,516","221,382","254,543","1,461"
District - Jamnagar,Rural,"304,393","59,587",535,"1,751","5,535","131,894","104,210",881
District - Jamnagar,Urban,"254,890","7,810",528,"2,170","3,981","89,488","150,333",580
District - Porbandar,Total,"161,073","18,381",152,381,"6,648","80,824","54,367",320
District - Porbandar,Rural,"84,093","16,490",85,222,"3,640","46,884","16,577",195
District - Porbandar,Urban,"76,980","1,891",67,159,"3,008","33,940","37,790",125
District - Junagadh,Total,"688,652","165,310","1,032","1,281","13,968","244,388","260,879","1,794"
District - Junagadh,Rural,"445,280","155,277",673,806,"8,924","163,491","115,220",889
District - Junagadh,Urban,"243,372","10,033",359,475,"5,044","80,897","145,659",905
District - Amreli,Total,"388,170","138,816",560,"1,462","13,885","53,011","178,466","1,970"
District - Amreli,Rural,"286,691","128,351",466,"1,221","8,808","41,059","105,124","1,662"
District - Amreli,Urban,"101,479","10,465",94,241,"5,077","11,952","73,342",308
District - Bhavnagar,Total,"661,715","209,107","1,550","5,711","22,060","85,868","335,153","2,266"
District - Bhavnagar,Rural,"350,646","181,785",489,"2,665","9,914","49,320","105,319","1,154"
District - Bhavnagar,Urban,"311,069","27,322","1,061","3,046","12,146","36,548","229,834","1,112"
District - Anand,Total,"527,041","180,777","1,411","4,355","73,384","145,520","119,930","1,664"
District - Anand,Rural,"354,807","162,287","1,087","2,837","40,456","101,568","45,402","1,170"
District - Anand,Urban,"172,234","18,490",324,"1,518","32,928","43,952","74,528",494
District - Kheda,Total,"541,906","234,181","1,305","4,592","53,183","151,264","96,159","1,222"
District - Kheda,Rural,"407,342","218,556","1,093","3,842","27,276","117,572","38,175",828
District - Kheda,Urban,"134,564","15,625",212,750,"25,907","33,692","57,984",394
District - Panch Mahals,Total,"509,936","319,839","1,035","3,131","23,350","128,299","33,617",665
District - Panch Mahals,Rural,"423,634","311,921",918,"2,402","12,558","86,208","9,116",511
District - Panch Mahals,Urban,"86,302","7,918",117,729,"10,792","42,091","24,501",154
District - Dohad,Total,"358,572","280,046",559,"1,586","16,492","40,757","18,710",422
District - Dohad,Rural,"314,393","272,455",484,"1,354","7,833","27,775","4,250",242
District - Dohad,Urban,"44,179","7,591",75,232,"8,659","12,982","14,460",180
District - Vadodara,Total,"1,051,161","292,178","2,727","7,052","106,149","262,224","376,090","4,741"
District - Vadodara,Rural,"483,946","271,353","1,737","4,514","28,540","132,539","44,035","1,228"
District - Vadodara,Urban,"567,215","20,825",990,"2,538","77,609","129,685","332,055","3,513"
District - Narmada,Total,"143,934","100,713",420,621,"8,461","19,540","13,837",342
District - Narmada,Rural,"127,073","97,438",360,575,"5,037","17,266","6,104",293
District - Narmada,Urban,"16,861","3,275",60,46,"3,424","2,274","7,733",49
District - Bharuch,Total,"407,663","132,527",821,"2,563","54,370","69,161","145,182","3,039"
District - Bharuch,Rural,"257,733","124,723",529,"1,553","30,117","48,194","49,979","2,638"
District - Bharuch,Urban,"149,930","7,804",292,"1,010","24,253","20,967","95,203",401
District - The Dangs,Total,"55,636","46,376",106,331,"2,029","3,190","3,575",29
District - The Dangs,Rural,"49,433","44,047",80,232,"1,364","2,134","1,557",19
District - The Dangs,Urban,"6,203","2,329",26,99,665,"1,056","2,018",10
District - Navsari,Total,"350,727","121,975",561,"1,235","31,573","62,702","131,625","1,056"
District - Navsari,Rural,"237,725","114,627",391,"1,008","15,665","51,707","53,748",579
District - Navsari,Urban,"113,002","7,348",170,227,"15,908","10,995","77,877",477
District - Valsad,Total,"433,781","157,178",598,"3,135","19,107","123,370","129,300","1,093"
District - Valsad,Rural,"243,546","140,400",277,"1,600","6,313","62,552","31,984",420
District - Valsad,Urban,"190,235","16,778",321,"1,535","12,794","60,818","97,316",673
District - Surat,Total,"1,607,831","151,532","2,831","4,289","197,435","284,604","962,162","4,978"
District - Surat,Rural,"314,832","131,259",626,"1,310","29,599","79,364","71,651","1,023"
District - Surat,Urban,"1,292,999","20,273","2,205","2,979","167,836","205,240","890,511","3,955"
District - Tapi,Total,"202,460","148,670",324,"1,047","9,157","21,662","21,311",289
District - Tapi,Rural,"180,983","144,549",253,863,"6,874","17,586","10,647",211
District - Tapi,Urban,"21,477","4,121",71,184,"2,283","4,076","10,664",78
STATE - HARYANA,Total,"6,435,086","1,877,466","8,388","819,542","625,065","2,778,401","305,917","20,307"
STATE - HARYANA,Rural,"4,108,338","1,669,699","5,177","653,560","184,433","1,487,557","100,508","7,404"
STATE - HARYANA,Urban,"2,326,748","207,767","3,211","165,982","440,632","1,290,844","205,409","12,903"
District - Panchkula,Total,"146,032","27,861",65,"3,436","21,102","77,900","14,652","1,016"
District - Panchkula,Rural,"64,248","22,824",35,"2,219","2,082","35,706","1,216",166
District - Panchkula,Urban,"81,784","5,037",30,"1,217","19,020","42,194","13,436",850
District - Ambala,Total,"289,575","84,306",335,"18,201","35,090","137,759","12,361","1,523"
District - Ambala,Rural,"163,313","74,726",178,"11,741","9,181","63,713","3,459",315
District - Ambala,Urban,"126,262","9,580",157,"6,460","25,909","74,046","8,902","1,208"
District - Yamunanagar,Total,"331,550","131,198",394,"20,233","27,382","142,539","8,838",966
District - Yamunanagar,Rural,"202,568","115,799",195,"12,887","7,413","62,822","3,170",282
District - Yamunanagar,Urban,"128,982","15,399",199,"7,346","19,969","79,717","5,668",684
District - Kurukshetra,Total,"270,340","94,842",351,"27,975","30,715","108,939","6,704",814
District - Kurukshetra,Rural,"192,970","88,187",219,"24,031","13,574","63,326","3,178",455
District - Kurukshetra,Urban,"77,370","6,655",132,"3,944","17,141","45,613","3,526",359
District - Kaithal,Total,"284,726","97,150",332,"61,668","36,905","83,177","5,199",295
District - Kaithal,Rural,"217,335","86,889",196,"53,062","18,470","55,929","2,601",188
District - Kaithal,Urban,"67,391","10,261",136,"8,606","18,435","27,248","2,598",107
District - Karnal,Total,"398,825","128,972",456,"55,861","50,642","152,154","10,000",740
District - Karnal,Rural,"275,367","117,411",357,"48,085","18,299","86,174","4,639",402
District - Karnal,Urban,"123,458","11,561",99,"7,776","32,343","65,980","5,361",338
District - Panipat,Total,"295,997","59,417",390,"62,227","36,794","128,436","8,282",451
District - Panipat,Rural,"158,068","47,587",228,"45,957","9,438","52,220","2,456",182
District - Panipat,Urban,"137,929","11,830",162,"16,270","27,356","76,216","5,826",269
District - Sonipat,Total,"375,956","69,207",537,"99,117","34,560","157,294","14,161","1,080"
District - Sonipat,Rural,"256,427","60,899",355,"86,055","12,960","89,742","5,871",545
District - Sonipat,Urban,"119,529","8,308",182,"13,062","21,600","67,552","8,290",535
District - Jind,Total,"341,335","94,264",453,"100,956","24,717","112,213","8,346",386
District - Jind,Rural,"260,091","85,370",354,"88,718","9,707","71,958","3,712",272
District - Jind,Urban,"81,244","8,894",99,"12,238","15,010","40,255","4,634",114
District - Fatehabad,Total,"242,504","111,433",192,"41,557","23,292","60,980","4,605",445
District - Fatehabad,Rural,"192,312","104,535",147,"34,557","9,246","41,199","2,488",140
District - Fatehabad,Urban,"50,192","6,898",45,"7,000","14,046","19,781","2,117",305
District - Sirsa,Total,"318,007","154,028",451,"57,240","21,250","79,201","5,470",367
District - Sirsa,Rural,"233,201","141,101",337,"45,900","5,230","38,443","2,050",140
District - Sirsa,Urban,"84,806","12,927",114,"11,340","16,020","40,758","3,420",227
District - Hisar,Total,"420,007","137,702",465,"80,598","35,691","152,162","12,886",503
District - Hisar,Rural,"281,135","123,454",363,"64,158","6,103","83,220","3,664",173
District - Hisar,Urban,"138,872","14,248",102,"16,440","29,588","68,942","9,222",330
District - Bhiwani,Total,"413,651","135,861",531,"32,472","20,158","202,460","21,163","1,006"
District - Bhiwani,Rural,"326,343","125,761",404,"25,310","9,272","153,546","11,329",721
