Name,Type,Total,Bank,Radio,Television,ComputerInternet,ComputerNoInternet,Landline,Mobile,Both,Bicycle,Scooter,Car
District - Dhanbad,Rural," 207,157 "," 118,319 "," 19,427 "," 84,169 "," 1,358 "," 9,980 "," 3,773 "," 102,508 "," 2,444 "," 141,029 "," 40,393 "," 3,476 "
District - Dhanbad,Urban," 292,022 "," 215,067 "," 28,317 "," 206,411 "," 10,210 "," 25,098 "," 10,038 "," 201,363 "," 8,650 "," 142,652 "," 91,005 "," 15,155 "
District - Bokaro,Total," 391,438 "," 251,233 "," 53,133 "," 179,570 "," 9,754 "," 28,243 "," 10,961 "," 215,478 "," 12,765 "," 247,231 "," 108,998 "," 21,098 "
District - Bokaro,Rural," 204,021 "," 102,932 "," 29,520 "," 47,635 ", 731 ," 8,518 "," 3,926 "," 84,644 "," 1,968 "," 134,960 "," 29,155 "," 3,693 "
District - Bokaro,Urban," 187,417 "," 148,301 "," 23,613 "," 131,935 "," 9,023 "," 19,725 "," 7,035 "," 130,834 "," 10,797 "," 112,271 "," 79,843 "," 17,405 "
District - Lohardaga,Total," 91,302 "," 52,545 "," 18,498 "," 12,504 ", 351 ," 2,603 ", 946 ," 31,101 ", 666 ," 66,235 "," 10,065 "," 1,102 "
District - Lohardaga,Rural," 80,295 "," 44,750 "," 16,785 "," 6,275 ", 94 ," 1,949 ", 649 ," 23,573 ", 382 ," 60,065 "," 6,563 ", 589 
District - Lohardaga,Urban," 11,007 "," 7,795 "," 1,713 "," 6,229 ", 257 , 654 , 297 ," 7,528 ", 284 ," 6,170 "," 3,502 ", 513 
District - Purbi Singhbhum,Total," 469,702 "," 307,275 "," 88,424 "," 228,411 "," 22,042 "," 41,943 "," 16,934 "," 229,290 "," 27,887 "," 302,921 "," 147,472 "," 32,092 "
District - Purbi Singhbhum,Rural," 215,676 "," 108,445 "," 26,461 "," 39,284 ", 871 ," 7,407 "," 2,852 "," 63,084 "," 2,153 "," 161,998 "," 23,446 "," 2,024 "
District - Purbi Singhbhum,Urban," 254,026 "," 198,830 "," 61,963 "," 189,127 "," 21,171 "," 34,536 "," 14,082 "," 166,206 "," 25,734 "," 140,923 "," 124,026 "," 30,068 "
District - Palamu,Total," 355,515 "," 181,061 "," 75,238 "," 51,012 "," 2,155 "," 17,826 "," 7,230 "," 155,997 "," 4,255 "," 159,105 "," 29,434 "," 8,015 "
District - Palamu,Rural," 316,135 "," 154,561 "," 67,186 "," 31,717 "," 1,006 "," 14,368 "," 5,934 "," 129,822 "," 2,854 "," 142,492 "," 19,004 "," 5,805 "
District - Palamu,Urban," 39,380 "," 26,500 "," 8,052 "," 19,295 "," 1,149 "," 3,458 "," 1,296 "," 26,175 "," 1,401 "," 16,613 "," 10,430 "," 2,210 "
District - Latehar,Total," 132,685 "," 50,986 "," 28,620 "," 10,697 ", 340 ," 5,900 "," 1,000 "," 37,343 "," 1,169 "," 63,127 "," 8,012 "," 1,268 "
District - Latehar,Rural," 122,902 "," 44,545 "," 26,528 "," 6,485 ", 174 ," 5,473 ", 813 ," 30,999 ", 918 ," 58,912 "," 5,910 ", 850 
District - Latehar,Urban," 9,783 "," 6,441 "," 2,092 "," 4,212 ", 166 , 427 , 187 ," 6,344 ", 251 ," 4,215 "," 2,102 ", 418 
District - Hazaribagh,Total," 301,227 "," 202,420 "," 53,964 "," 84,424 "," 3,532 "," 14,649 "," 7,510 "," 189,395 "," 4,522 "," 168,989 "," 51,617 "," 9,803 "
District - Hazaribagh,Rural," 252,871 "," 165,683 "," 45,634 "," 51,667 "," 1,247 "," 10,063 "," 5,263 "," 155,116 "," 2,436 "," 141,978 "," 34,289 "," 4,992 "
District - Hazaribagh,Urban," 48,356 "," 36,737 "," 8,330 "," 32,757 "," 2,285 "," 4,586 "," 2,247 "," 34,279 "," 2,086 "," 27,011 "," 17,328 "," 4,811 "
District - Ramgarh,Total," 177,197 "," 115,597 "," 27,735 "," 87,482 "," 2,876 "," 9,145 "," 4,455 "," 110,861 "," 2,664 "," 95,218 "," 43,672 "," 7,418 "
District - Ramgarh,Rural," 97,889 "," 56,115 "," 14,309 "," 33,158 ", 538 ," 3,300 "," 2,084 "," 53,059 ", 852 ," 59,908 "," 17,308 "," 2,092 "
District - Ramgarh,Urban," 79,308 "," 59,482 "," 13,426 "," 54,324 "," 2,338 "," 5,845 "," 2,371 "," 57,802 "," 1,812 "," 35,310 "," 26,364 "," 5,326 "
District - Dumka,Total," 272,925 "," 120,584 "," 36,546 "," 32,443 "," 1,193 "," 9,203 "," 3,086 "," 70,067 "," 2,170 "," 175,375 "," 23,058 "," 2,912 "
District - Dumka,Rural," 255,926 "," 108,752 "," 34,639 "," 21,910 ", 655 ," 8,073 "," 2,635 "," 59,003 "," 1,576 "," 165,495 "," 17,831 "," 2,034 "
District - Dumka,Urban," 16,999 "," 11,832 "," 1,907 "," 10,533 ", 538 ," 1,130 ", 451 ," 11,064 ", 594 ," 9,880 "," 5,227 ", 878 
District - Jamtara,Total," 150,103 "," 68,306 "," 21,154 "," 31,194 ", 808 ," 4,151 "," 2,377 "," 52,099 "," 1,125 "," 116,861 "," 16,906 "," 1,632 "
District - Jamtara,Rural," 135,540 "," 58,715 "," 19,426 "," 21,689 ", 476 ," 3,304 "," 2,081 "," 41,981 ", 764 ," 106,962 "," 12,727 "," 1,175 "
District - Jamtara,Urban," 14,563 "," 9,591 "," 1,728 "," 9,505 ", 332 , 847 , 296 ," 10,118 ", 361 ," 9,899 "," 4,179 ", 457 
District - Ranchi,Total," 556,789 "," 363,335 "," 137,964 "," 247,137 "," 22,538 "," 54,027 "," 19,068 "," 293,292 "," 21,695 "," 344,888 "," 141,089 "," 34,053 "
District - Ranchi,Rural," 322,679 "," 179,053 "," 70,119 "," 70,127 "," 1,650 "," 17,354 "," 5,635 "," 128,939 "," 3,771 "," 225,649 "," 40,310 "," 4,295 "
District - Ranchi,Urban," 234,110 "," 184,282 "," 67,845 "," 177,010 "," 20,888 "," 36,673 "," 13,433 "," 164,353 "," 17,924 "," 119,239 "," 100,779 "," 29,758 "
District - Khunti,Total," 102,654 "," 45,199 "," 18,395 "," 11,314 ", 417 ," 4,330 "," 1,322 "," 24,812 ", 991 ," 70,981 "," 7,844 "," 1,016 "
District - Khunti,Rural," 93,762 "," 38,951 "," 16,814 "," 6,531 ", 202 ," 3,693 "," 1,050 "," 19,300 ", 716 ," 66,238 "," 5,425 ", 602 
District - Khunti,Urban," 8,892 "," 6,248 "," 1,581 "," 4,783 ", 215 , 637 , 272 ," 5,512 ", 275 ," 4,743 "," 2,419 ", 414 
District - Gumla,Total," 188,849 "," 99,770 "," 36,472 "," 18,701 ", 831 ," 6,976 "," 2,529 "," 51,241 "," 1,416 "," 130,700 "," 16,146 "," 2,181 "
District - Gumla,Rural," 176,770 "," 90,900 "," 34,953 "," 11,904 ", 491 ," 6,191 "," 2,180 "," 42,857 "," 1,121 "," 124,484 "," 12,390 "," 1,470 "
District - Gumla,Urban," 12,079 "," 8,870 "," 1,519 "," 6,797 ", 340 , 785 , 349 ," 8,384 ", 295 ," 6,216 "," 3,756 ", 711 
District - Simdega,Total," 116,606 "," 50,988 "," 17,801 "," 7,606 ", 423 ," 4,226 "," 1,190 "," 25,218 "," 1,096 "," 86,022 "," 9,742 "," 1,158 "
District - Simdega,Rural," 108,683 "," 46,230 "," 16,773 "," 4,249 ", 238 ," 3,784 ", 995 ," 20,425 ", 829 ," 80,965 "," 7,175 ", 827 
District - Simdega,Urban," 7,923 "," 4,758 "," 1,028 "," 3,357 ", 185 , 442 , 195 ," 4,793 ", 267 ," 5,057 "," 2,567 ", 331 
District - Pashchimi Singhbhum,Total," 299,883 "," 120,600 "," 42,634 "," 40,486 "," 1,959 "," 10,513 "," 3,931 "," 68,999 "," 3,411 "," 180,400 "," 31,568 "," 3,704 "
District - Pashchimi Singhbhum,Rural," 256,019 "," 90,171 "," 37,558 "," 15,771 ", 604 ," 7,351 "," 2,945 "," 41,857 "," 1,651 "," 158,200 "," 16,758 "," 1,756 "
District - Pashchimi Singhbhum,Urban," 43,864 "," 30,429 "," 5,076 "," 24,715 "," 1,355 "," 3,162 ", 986 ," 27,142 "," 1,760 "," 22,200 "," 14,810 "," 1,948 "
District - Saraikela-kharsawan,Total," 217,994 "," 131,415 "," 37,515 "," 60,378 "," 2,606 "," 9,475 "," 3,777 "," 82,876 "," 4,183 "," 156,146 "," 36,326 "," 4,584 "
District - Saraikela-kharsawan,Rural," 165,883 "," 96,067 "," 26,901 "," 29,214 ", 554 ," 5,408 "," 2,026 "," 51,580 "," 1,432 "," 124,254 "," 19,245 "," 1,647 "
District - Saraikela-kharsawan,Urban," 52,111 "," 35,348 "," 10,614 "," 31,164 "," 2,052 "," 4,067 "," 1,751 "," 31,296 "," 2,751 "," 31,892 "," 17,081 "," 2,937 "
District - Bargarh,Total," 373,391 "," 136,690 "," 19,291 "," 106,176 "," 2,401 "," 9,942 "," 4,526 "," 113,293 "," 5,361 "," 273,955 "," 48,055 "," 4,546 "
District - Bargarh,Rural," 339,364 "," 117,043 "," 17,178 "," 83,891 "," 1,071 "," 7,765 "," 3,709 "," 94,579 "," 3,271 "," 248,961 "," 37,207 "," 3,057 "
District - Bargarh,Urban," 34,027 "," 19,647 "," 2,113 "," 22,285 "," 1,330 "," 2,177 ", 817 ," 18,714 "," 2,090 "," 24,994 "," 10,848 "," 1,489 "
District - Jharsuguda,Total," 134,624 "," 75,755 "," 7,135 "," 57,831 "," 2,498 "," 5,057 "," 2,216 "," 59,416 "," 4,110 "," 102,328 "," 32,916 "," 3,966 "
District - Jharsuguda,Rural," 83,664 "," 41,805 "," 3,953 "," 23,139 ", 363 ," 1,995 "," 1,052 "," 28,382 ", 903 ," 66,669 "," 13,156 "," 1,138 "
District - Jharsuguda,Urban," 50,960 "," 33,950 "," 3,182 "," 34,692 "," 2,135 "," 3,062 "," 1,164 "," 31,034 "," 3,207 "," 35,659 "," 19,760 "," 2,828 "
District - Sambalpur,Total," 248,829 "," 127,821 "," 18,670 "," 91,058 "," 5,231 "," 9,290 "," 4,343 "," 91,751 "," 8,628 "," 176,565 "," 47,662 "," 5,946 "
District - Sambalpur,Rural," 178,958 "," 79,179 "," 12,318 "," 39,809 ", 685 ," 3,668 "," 1,919 "," 50,895 "," 2,196 "," 126,828 "," 20,163 "," 1,935 "
District - Sambalpur,Urban," 69,871 "," 48,642 "," 6,352 "," 51,249 "," 4,546 "," 5,622 "," 2,424 "," 40,856 "," 6,432 "," 49,737 "," 27,499 "," 4,011 "
District - Debagarh,Total," 75,942 "," 31,645 "," 6,087 "," 10,554 ", 825 ," 2,422 "," 1,500 "," 16,773 ", 775 ," 40,025 "," 7,347 "," 1,033 "
District - Debagarh,Rural," 70,511 "," 28,480 "," 5,513 "," 7,663 ", 675 ," 2,196 "," 1,365 "," 14,117 ", 494 ," 37,163 "," 5,794 ", 814 
District - Debagarh,Urban," 5,431 "," 3,165 ", 574 ," 2,891 ", 150 , 226 , 135 ," 2,656 ", 281 ," 2,862 "," 1,553 ", 219 
District - Sundargarh,Total," 473,293 "," 270,108 "," 58,867 "," 164,585 "," 12,787 "," 22,237 "," 9,691 "," 191,015 "," 13,721 "," 341,323 "," 102,703 "," 14,641 "
District - Sundargarh,Rural," 310,762 "," 149,875 "," 29,019 "," 48,045 "," 1,629 "," 8,491 "," 3,697 "," 84,502 "," 2,986 "," 221,400 "," 30,954 "," 3,334 "
District - Sundargarh,Urban," 162,531 "," 120,233 "," 29,848 "," 116,540 "," 11,158 "," 13,746 "," 5,994 "," 106,513 "," 10,735 "," 119,923 "," 71,749 "," 11,307 "
District - Kendujhar,Total," 406,629 "," 200,877 "," 65,482 "," 74,858 "," 2,622 "," 10,545 "," 3,404 "," 125,986 "," 4,733 "," 232,920 "," 57,029 "," 7,608 "
District - Kendujhar,Rural," 349,736 "," 165,785 "," 59,630 "," 43,850 ", 913 ," 7,263 "," 2,597 "," 93,478 "," 2,217 "," 206,843 "," 37,075 "," 4,021 "
District - Kendujhar,Urban," 56,893 "," 35,092 "," 5,852 "," 31,008 "," 1,709 "," 3,282 ", 807 ," 32,508 "," 2,516 "," 26,077 "," 19,954 "," 3,587 "
District - Mayurbhanj,Total," 587,648 "," 297,045 "," 74,035 "," 83,167 "," 2,950 "," 15,049 "," 6,698 "," 151,621 "," 8,343 "," 418,435 "," 62,502 "," 6,279 "
District - Mayurbhanj,Rural," 544,764 "," 266,585 "," 70,045 "," 56,394 "," 1,382 "," 12,257 "," 5,640 "," 126,412 "," 4,388 "," 388,624 "," 44,582 "," 4,154 "
District - Mayurbhanj,Urban," 42,884 "," 30,460 "," 3,990 "," 26,773 "," 1,568 "," 2,792 "," 1,058 "," 25,209 "," 3,955 "," 29,811 "," 17,920 "," 2,125 "
District - Baleshwar,Total," 529,407 "," 251,940 "," 41,966 "," 161,266 "," 7,370 "," 20,919 "," 15,504 "," 227,957 "," 12,706 "," 365,510 "," 75,401 "," 8,591 "
District - Baleshwar,Rural," 473,512 "," 214,966 "," 37,897 "," 125,547 "," 4,684 "," 16,418 "," 13,124 "," 195,513 "," 7,328 "," 322,697 "," 54,108 "," 5,987 "
District - Baleshwar,Urban," 55,895 "," 36,974 "," 4,069 "," 35,719 "," 2,686 "," 4,501 "," 2,380 "," 32,444 "," 5,378 "," 42,813 "," 21,293 "," 2,604 "
District - Bhadrak,Total," 309,527 "," 135,041 "," 51,374 "," 86,821 "," 2,637 "," 12,972 "," 6,947 "," 152,222 "," 5,862 "," 184,434 "," 34,791 "," 3,670 "
District - Bhadrak,Rural," 274,191 "," 117,227 "," 46,473 "," 69,489 "," 1,593 "," 10,662 "," 5,723 "," 132,129 "," 3,882 "," 158,847 "," 25,732 "," 2,532 "
District - Bhadrak,Urban," 35,336 "," 17,814 "," 4,901 "," 17,332 "," 1,044 "," 2,310 "," 1,224 "," 20,093 "," 1,980 "," 25,587 "," 9,059 "," 1,138 "
District - Kendrapara,Total," 327,405 "," 194,791 "," 57,287 "," 96,234 "," 1,628 "," 10,208 "," 4,759 "," 162,310 "," 5,149 "," 189,402 "," 37,980 "," 2,686 "
District - Kendrapara,Rural," 311,465 "," 185,010 "," 54,684 "," 87,201 "," 1,326 "," 9,294 "," 4,403 "," 152,324 "," 4,357 "," 178,103 "," 33,582 "," 2,191 "
District - Kendrapara,Urban," 15,940 "," 9,781 "," 2,603 "," 9,033 ", 302 , 914 , 356 ," 9,986 ", 792 ," 11,299 "," 4,398 ", 495 
District - Jagatsinghapur,Total," 265,588 "," 153,973 "," 50,183 "," 87,312 "," 3,199 "," 10,113 "," 6,571 "," 137,436 "," 6,037 "," 170,536 "," 44,412 "," 4,349 "
District - Jagatsinghapur,Rural," 237,411 "," 135,606 "," 44,469 "," 73,474 "," 2,218 "," 8,090 "," 5,632 "," 119,303 "," 4,461 "," 151,892 "," 35,490 "," 3,308 "
District - Jagatsinghapur,Urban," 28,177 "," 18,367 "," 5,714 "," 13,838 ", 981 ," 2,023 ", 939 ," 18,133 "," 1,576 "," 18,644 "," 8,922 "," 1,041 "
District - Cuttack,Total," 566,831 "," 305,557 "," 101,749 "," 236,867 "," 15,046 "," 25,543 "," 15,390 "," 258,129 "," 25,051 "," 391,982 "," 132,934 "," 15,494 "
District - Cuttack,Rural," 425,082 "," 201,921 "," 57,279 "," 128,136 "," 2,678 "," 12,469 "," 9,041 "," 165,971 "," 8,508 "," 286,844 "," 64,095 "," 4,699 "
District - Cuttack,Urban," 141,749 "," 103,636 "," 44,470 "," 108,731 "," 12,368 "," 13,074 "," 6,349 "," 92,158 "," 16,543 "," 105,138 "," 68,839 "," 10,795 "
District - Jajapur,Total," 407,572 "," 172,351 "," 51,627 "," 106,545 "," 3,831 "," 14,091 "," 8,429 "," 158,999 "," 7,403 "," 246,283 "," 54,436 "," 5,921 "
District - Jajapur,Rural," 378,135 "," 153,896 "," 46,485 "," 90,529 "," 2,702 "," 12,130 "," 7,407 "," 141,427 "," 6,002 "," 226,208 "," 44,260 "," 4,470 "
District - Jajapur,Urban," 29,437 "," 18,455 "," 5,142 "," 16,016 "," 1,129 "," 1,961 "," 1,022 "," 17,572 "," 1,401 "," 20,075 "," 10,176 "," 1,451 "
District - Dhenkanal,Total," 278,370 "," 107,443 "," 23,281 "," 66,148 "," 1,810 "," 8,790 "," 3,472 "," 88,778 "," 5,886 "," 159,449 "," 36,224 "," 3,533 "
District - Dhenkanal,Rural," 253,118 "," 92,320 "," 20,589 "," 50,780 ", 733 ," 6,670 "," 3,001 "," 75,281 "," 3,380 "," 142,360 "," 26,364 "," 2,199 "
District - Dhenkanal,Urban," 25,252 "," 15,123 "," 2,692 "," 15,368 "," 1,077 "," 2,120 ", 471 ," 13,497 "," 2,506 "," 17,089 "," 9,860 "," 1,334 "
District - Anugul,Total," 295,922 "," 140,726 "," 23,515 "," 77,495 "," 5,564 "," 10,094 "," 9,779 "," 97,214 "," 10,484 "," 185,886 "," 58,323 "," 9,449 "
District - Anugul,Rural," 249,585 "," 107,882 "," 17,636 "," 47,020 "," 2,357 "," 6,654 "," 7,946 "," 71,410 "," 4,046 "," 152,909 "," 35,581 "," 4,870 "
District - Anugul,Urban," 46,337 "," 32,844 "," 5,879 "," 30,475 "," 3,207 "," 3,440 "," 1,833 "," 25,804 "," 6,438 "," 32,977 "," 22,742 "," 4,579 "
District - Nayagarh,Total," 230,968 "," 76,554 "," 15,421 "," 50,425 "," 1,163 "," 7,115 "," 3,710 "," 81,278 "," 3,300 "," 141,578 "," 24,290 "," 2,270 "
District - Nayagarh,Rural," 213,265 "," 66,466 "," 13,624 "," 40,650 ", 797 ," 6,100 "," 3,287 "," 70,864 "," 2,312 "," 129,901 "," 18,926 "," 1,631 "
District - Nayagarh,Urban," 17,703 "," 10,088 "," 1,797 "," 9,775 ", 366 ," 1,015 ", 423 ," 10,414 ", 988 ," 11,677 "," 5,364 ", 639 
District - Khordha,Total," 489,636 "," 255,059 "," 87,424 "," 253,754 "," 35,701 "," 39,887 "," 16,692 "," 271,314 "," 36,538 "," 325,139 "," 165,342 "," 33,514 "
District - Khordha,Rural," 247,940 "," 85,345 "," 31,426 "," 84,933 "," 2,016 "," 7,646 "," 5,138 "," 115,081 "," 5,208 "," 172,650 "," 41,543 "," 3,256 "
District - Khordha,Urban," 241,696 "," 169,714 "," 55,998 "," 168,821 "," 33,685 "," 32,241 "," 11,554 "," 156,233 "," 31,330 "," 152,489 "," 123,799 "," 30,258 "
District - Puri,Total," 369,482 "," 172,960 "," 51,221 "," 118,112 "," 3,416 "," 12,590 "," 7,427 "," 161,039 "," 9,678 "," 244,309 "," 57,033 "," 4,693 "
District - Puri,Rural," 317,002 "," 139,104 "," 43,469 "," 81,833 "," 1,498 "," 9,276 "," 5,634 "," 127,390 "," 4,983 "," 208,044 "," 39,660 "," 2,911 "
District - Puri,Urban," 52,480 "," 33,856 "," 7,752 "," 36,279 "," 1,918 "," 3,314 "," 1,793 "," 33,649 "," 4,695 "," 36,265 "," 17,373 "," 1,782 "
District - Ganjam,Total," 756,894 "," 360,351 "," 47,866 "," 257,515 "," 9,049 "," 32,010 "," 14,496 "," 335,644 "," 18,737 "," 369,914 "," 100,866 "," 9,066 "
District - Ganjam,Rural," 602,216 "," 260,966 "," 30,589 "," 154,577 "," 2,620 "," 19,215 "," 9,801 "," 238,678 "," 9,244 "," 272,209 "," 49,837 "," 3,957 "
District - Ganjam,Urban," 154,678 "," 99,385 "," 17,277 "," 102,938 "," 6,429 "," 12,795 "," 4,695 "," 96,966 "," 9,493 "," 97,705 "," 51,029 "," 5,109 "
District - Gajapati,Total," 128,818 "," 70,146 "," 5,245 "," 23,672 ", 635 ," 4,888 "," 1,791 "," 31,087 "," 1,942 "," 28,704 "," 8,521 ", 656 
District - Gajapati,Rural," 112,872 "," 60,211 "," 4,538 "," 13,572 ", 287 ," 3,953 "," 1,434 "," 21,752 "," 1,174 "," 22,002 "," 4,835 ", 349 
District - Gajapati,Urban," 15,946 "," 9,935 ", 707 ," 10,100 ", 348 , 935 , 357 ," 9,335 ", 768 ," 6,702 "," 3,686 ", 307 
District - Kandhamal,Total," 172,004 "," 91,813 "," 24,424 "," 19,477 ", 768 ," 5,841 "," 2,556 "," 31,279 "," 3,233 "," 66,979 "," 11,947 "," 1,278 "
District - Kandhamal,Rural," 155,335 "," 80,513 "," 22,869 "," 10,100 ", 322 ," 4,734 "," 2,240 "," 21,560 "," 1,959 "," 57,855 "," 6,937 ", 690 
District - Kandhamal,Urban," 16,669 "," 11,300 "," 1,555 "," 9,377 ", 446 ," 1,107 ", 316 ," 9,719 "," 1,274 "," 9,124 "," 5,010 ", 588 
District - Bauda,Total," 107,727 "," 44,666 "," 10,610 "," 13,253 ", 245 ," 3,185 ", 738 ," 22,714 ", 809 ," 76,760 "," 7,778 ", 755 
District - Bauda,Rural," 103,239 "," 41,608 "," 10,338 "," 10,534 ", 136 ," 3,011 ", 662 ," 20,031 ", 691 ," 73,582 "," 6,451 ", 619 
District - Bauda,Urban," 4,488 "," 3,058 ", 272 ," 2,719 ", 109 , 174 , 76 ," 2,683 ", 118 ," 3,178 "," 1,327 ", 136 
District - Subarnapur,Total," 152,454 "," 53,550 "," 8,813 "," 31,103 ", 708 ," 3,581 "," 1,512 "," 40,431 "," 1,191 "," 110,604 "," 14,201 "," 1,332 "
District - Subarnapur,Rural," 140,714 "," 46,630 "," 7,875 "," 25,024 ", 440 ," 3,053 "," 1,236 "," 34,665 ", 809 ," 101,903 "," 11,409 ", 989 
District - Subarnapur,Urban," 11,740 "," 6,920 ", 938 ," 6,079 ", 268 , 528 , 276 ," 5,766 ", 382 ," 8,701 "," 2,792 ", 343 
District - Balangir,Total," 432,081 "," 134,608 "," 31,836 "," 83,505 "," 3,286 "," 13,988 "," 6,504 "," 112,601 "," 6,469 "," 296,141 "," 43,512 "," 4,629 "
District - Balangir,Rural," 387,345 "," 108,750 "," 27,084 "," 55,726 "," 1,301 "," 10,861 "," 5,109 "," 87,787 "," 3,258 "," 265,461 "," 28,428 "," 2,817 "
District - Balangir,Urban," 44,736 "," 25,858 "," 4,752 "," 27,779 "," 1,985 "," 3,127 "," 1,395 "," 24,814 "," 3,211 "," 30,680 "," 15,084 "," 1,812 "
District - Nuapada,Total," 159,947 "," 47,548 "," 16,882 "," 21,975 ", 757 ," 3,464 "," 1,254 "," 36,291 "," 1,055 "," 107,595 "," 12,482 "," 1,346 "
District - Nuapada,Rural," 151,921 "," 43,517 "," 16,341 "," 17,592 ", 525 ," 3,063 "," 1,127 "," 32,106 ", 817 ," 102,830 "," 10,236 ", 955 
District - Nuapada,Urban," 8,026 "," 4,031 ", 541 ," 4,383 ", 232 , 401 , 127 ," 4,185 ", 238 ," 4,765 "," 2,246 ", 391 
District - Kalahandi,Total," 404,814 "," 111,976 "," 36,291 "," 58,571 "," 1,953 "," 10,669 "," 3,469 "," 88,061 "," 3,527 "," 226,852 "," 34,156 "," 3,547 "
District - Kalahandi,Rural," 377,001 "," 95,180 "," 33,621 "," 41,313 ", 974 ," 8,903 "," 2,842 "," 71,710 "," 2,111 "," 208,355 "," 24,931 "," 2,356 "
District - Kalahandi,Urban," 27,813 "," 16,796 "," 2,670 "," 17,258 ", 979 ," 1,766 ", 627 ," 16,351 "," 1,416 "," 18,497 "," 9,225 "," 1,191 "
District - Rayagada,Total," 225,964 "," 101,731 "," 11,774 "," 42,998 "," 1,553 "," 7,613 "," 3,016 "," 48,672 "," 5,146 "," 80,566 "," 19,440 "," 2,090 "
District - Rayagada,Rural," 191,615 "," 79,251 "," 9,852 "," 19,755 ", 502 ," 5,374 "," 2,081 "," 28,408 "," 2,361 "," 60,892 "," 9,285 ", 978 
District - Rayagada,Urban," 34,349 "," 22,480 "," 1,922 "," 23,243 "," 1,051 "," 2,239 ", 935 ," 20,264 "," 2,785 "," 19,674 "," 10,155 "," 1,112 "
District - Nabarangapur,Total," 273,663 "," 65,893 "," 46,942 "," 23,582 "," 1,324 "," 6,804 "," 4,208 "," 50,559 "," 2,036 "," 166,031 "," 21,081 "," 2,030 "
District - Nabarangapur,Rural," 253,461 "," 55,500 "," 44,894 "," 13,058 ", 813 ," 5,335 "," 3,662 "," 39,829 "," 1,084 "," 155,560 "," 15,104 "," 1,232 "
District - Nabarangapur,Urban," 20,202 "," 10,393 "," 2,048 "," 10,524 ", 511 ," 1,469 ", 546 ," 10,730 ", 952 ," 10,471 "," 5,977 ", 798 
District - Koraput,Total," 338,205 "," 121,746 "," 36,148 "," 60,021 "," 3,988 "," 13,306 "," 4,832 "," 72,881 "," 9,936 "," 112,569 "," 37,192 "," 6,922 "
District - Koraput,Rural," 283,522 "," 85,726 "," 28,271 "," 22,978 ", 718 ," 8,797 "," 3,459 "," 42,221 "," 2,785 "," 84,495 "," 15,271 "," 3,216 "
District - Koraput,Urban," 54,683 "," 36,020 "," 7,877 "," 37,043 "," 3,270 "," 4,509 "," 1,373 "," 30,660 "," 7,151 "," 28,074 "," 21,921 "," 3,706 "
District - Malkangiri,Total," 137,450 "," 40,739 "," 18,860 "," 16,397 ", 448 ," 3,460 ", 766 ," 25,105 ", 982 ," 62,048 "," 10,535 ", 820 
District - Malkangiri,Rural," 126,306 "," 34,646 "," 18,238 "," 10,541 ", 259 ," 3,001 ", 630 ," 18,884 ", 677 ," 56,465 "," 7,674 ", 520 
District - Malkangiri,Urban," 11,144 "," 6,093 ", 622 ," 5,856 ", 189 , 459 , 136 ," 6,221 ", 305 ," 5,583 "," 2,861 ", 300 
District - Koriya,Total," 152,075 "," 106,683 "," 19,360 "," 38,765 "," 1,667 "," 5,942 "," 2,414 "," 45,265 "," 2,753 "," 67,318 "," 26,365 "," 3,402 "
District - Koriya,Rural," 107,424 "," 73,128 "," 13,983 "," 9,512 ", 288 ," 2,687 "," 1,182 "," 18,190 ", 555 ," 49,348 "," 8,503 "," 1,183 "
District - Koriya,Urban," 44,651 "," 33,555 "," 5,377 "," 29,253 "," 1,379 "," 3,255 "," 1,232 "," 27,075 "," 2,198 "," 17,970 "," 17,862 "," 2,219 "
District - Surguja,Total," 520,566 "," 304,662 "," 62,468 "," 74,614 "," 2,737 "," 16,246 "," 4,330 "," 108,569 "," 5,868 "," 277,773 "," 56,480 "," 8,096 "
District - Surguja,Rural," 472,991 "," 270,314 "," 54,903 "," 44,042 ", 763 ," 11,161 "," 2,878 "," 79,730 "," 2,449 "," 249,992 "," 35,308 "," 3,560 "
District - Surguja,Urban," 47,575 "," 34,348 "," 7,565 "," 30,572 "," 1,974 "," 5,085 "," 1,452 "," 28,839 "," 3,419 "," 27,781 "," 21,172 "," 4,536 "
District - Jashpur,Total," 190,527 "," 85,076 "," 12,309 "," 20,512 ", 567 ," 5,188 "," 1,633 "," 32,732 "," 1,575 "," 100,725 "," 15,547 "," 2,442 "
District - Jashpur,Rural," 175,008 "," 76,346 "," 11,302 "," 12,832 ", 267 ," 4,229 "," 1,349 "," 24,629 "," 1,046 "," 92,753 "," 10,946 "," 1,523 "
District - Jashpur,Urban," 15,519 "," 8,730 "," 1,007 "," 7,680 ", 300 , 959 , 284 ," 8,103 ", 529 ," 7,972 "," 4,601 ", 919 
District - Raigarh,Total," 361,664 "," 124,745 "," 29,814 "," 98,784 "," 3,342 "," 10,515 "," 5,270 "," 86,142 "," 5,312 "," 225,249 "," 50,302 "," 5,979 "
District - Raigarh,Rural," 309,691 "," 95,034 "," 21,801 "," 66,613 "," 1,445 "," 5,813 "," 3,451 "," 58,289 "," 2,975 "," 194,403 "," 33,380 "," 3,242 "
District - Raigarh,Urban," 51,973 "," 29,711 "," 8,013 "," 32,171 "," 1,897 "," 4,702 "," 1,819 "," 27,853 "," 2,337 "," 30,846 "," 16,922 "," 2,737 "
