Name,Type,Total,TapwaterTreated,TapwaterUntreated,CoveredWell,UncoveredWell,Handpump,Tubewell,Spring,River,Tank,Other
District - Gondiya,Total," 289,431 "," 34,264 "," 16,438 "," 31,780 "," 76,525 "," 112,029 "," 17,597 ", 48 , 79 , 151 , 520 
District - Gondiya,Rural," 241,802 "," 17,857 "," 12,689 "," 27,148 "," 68,917 "," 102,974 "," 11,648 ", 36 , 62 , 129 , 342 
District - Gondiya,Urban," 47,629 "," 16,407 "," 3,749 "," 4,632 "," 7,608 "," 9,055 "," 5,949 ", 12 , 17 , 22 , 178 
District - Garhchiroli,Total," 245,745 "," 34,276 "," 13,644 "," 27,141 "," 61,997 "," 97,437 "," 8,725 ", 671 , 808 , 251 , 795 
District - Garhchiroli,Rural," 218,935 "," 17,230 "," 12,526 "," 25,710 "," 59,341 "," 94,476 "," 7,600 ", 655 , 762 , 238 , 397 
District - Garhchiroli,Urban," 26,810 "," 17,046 "," 1,118 "," 1,431 "," 2,656 "," 2,961 "," 1,125 ", 16 , 46 , 13 , 398 
District - Chandrapur,Total," 529,612 "," 163,308 "," 51,820 "," 17,982 "," 93,300 "," 145,654 "," 53,175 ", 317 ," 1,009 ", 361 ," 2,686 "
District - Chandrapur,Rural," 352,643 "," 59,396 "," 39,370 "," 13,964 "," 85,505 "," 126,900 "," 25,380 ", 261 , 960 , 252 , 655 
District - Chandrapur,Urban," 176,969 "," 103,912 "," 12,450 "," 4,018 "," 7,795 "," 18,754 "," 27,795 ", 56 , 49 , 109 ," 2,031 "
District - Yavatmal,Total," 640,385 "," 169,566 "," 111,871 "," 26,902 "," 159,344 "," 125,704 "," 35,746 ", 443 ," 2,278 "," 2,001 "," 6,530 "
District - Yavatmal,Rural," 513,041 "," 83,278 "," 107,608 "," 23,157 "," 152,008 "," 113,958 "," 23,964 ", 386 ," 2,241 "," 1,688 "," 4,753 "
District - Yavatmal,Urban," 127,344 "," 86,288 "," 4,263 "," 3,745 "," 7,336 "," 11,746 "," 11,782 ", 57 , 37 , 313 ," 1,777 "
District - Nanded,Total," 656,303 "," 177,648 "," 131,101 "," 11,109 "," 92,893 "," 106,733 "," 116,462 ", 707 ," 1,558 "," 3,809 "," 14,283 "
District - Nanded,Rural," 487,624 "," 75,362 "," 117,935 "," 9,587 "," 90,595 "," 93,169 "," 84,197 ", 625 ," 1,492 "," 3,362 "," 11,300 "
District - Nanded,Urban," 168,679 "," 102,286 "," 13,166 "," 1,522 "," 2,298 "," 13,564 "," 32,265 ", 82 , 66 , 447 ," 2,983 "
District - Hingoli,Total," 227,041 "," 40,789 "," 40,693 "," 3,360 "," 43,819 "," 59,913 "," 33,349 ", 115 , 645 , 734 ," 3,624 "
District - Hingoli,Rural," 195,143 "," 24,031 "," 39,939 "," 3,154 "," 43,096 "," 55,206 "," 25,862 ", 103 , 614 , 679 ," 2,459 "
District - Hingoli,Urban," 31,898 "," 16,758 ", 754 , 206 , 723 ," 4,707 "," 7,487 ", 12 , 31 , 55 ," 1,165 "
District - Parbhani,Total," 360,186 "," 95,167 "," 53,277 "," 3,790 "," 45,702 "," 113,269 "," 38,790 ", 220 ," 2,418 "," 1,570 "," 5,983 "
District - Parbhani,Rural," 256,063 "," 39,934 "," 47,470 "," 3,394 "," 44,733 "," 89,896 "," 24,581 ", 137 ," 2,294 "," 1,273 "," 2,351 "
District - Parbhani,Urban," 104,123 "," 55,233 "," 5,807 ", 396 , 969 ," 23,373 "," 14,209 ", 83 , 124 , 297 ," 3,632 "
District - Jalna,Total," 388,116 "," 98,198 "," 62,328 "," 9,026 "," 98,790 "," 73,220 "," 35,098 ", 558 ," 1,471 "," 1,633 "," 7,794 "
District - Jalna,Rural," 318,563 "," 67,752 "," 59,572 "," 8,527 "," 96,769 "," 63,174 "," 15,342 ", 506 ," 1,390 "," 1,371 "," 4,160 "
District - Jalna,Urban," 69,553 "," 30,446 "," 2,756 ", 499 ," 2,021 "," 10,046 "," 19,756 ", 52 , 81 , 262 ," 3,634 "
District - Aurangabad,Total," 736,587 "," 372,234 "," 87,613 "," 11,531 "," 136,042 "," 58,781 "," 47,614 "," 1,197 "," 1,840 "," 3,542 "," 16,193 "
District - Aurangabad,Rural," 419,120 "," 121,824 "," 78,233 "," 10,266 "," 131,734 "," 47,223 "," 18,439 ", 805 ," 1,750 "," 2,267 "," 6,579 "
District - Aurangabad,Urban," 317,467 "," 250,410 "," 9,380 "," 1,265 "," 4,308 "," 11,558 "," 29,175 ", 392 , 90 ," 1,275 "," 9,614 "
District - Nashik,Total," 1,180,293 "," 619,137 "," 126,561 "," 24,918 "," 278,657 "," 66,568 "," 38,456 "," 7,727 "," 5,860 "," 4,622 "," 7,787 "
District - Nashik,Rural," 661,977 "," 154,804 "," 114,513 "," 23,316 "," 271,127 "," 57,929 "," 21,276 "," 7,210 "," 5,448 "," 3,690 "," 2,664 "
District - Nashik,Urban," 518,316 "," 464,333 "," 12,048 "," 1,602 "," 7,530 "," 8,639 "," 17,180 ", 517 , 412 , 932 ," 5,123 "
District - Thane,Total," 2,430,616 "," 1,857,166 "," 107,398 "," 44,529 "," 168,043 "," 125,108 "," 90,875 "," 5,420 "," 8,846 "," 9,424 "," 13,807 "
District - Thane,Rural," 526,397 "," 145,106 "," 38,870 "," 32,864 "," 151,087 "," 93,249 "," 50,975 "," 3,661 "," 7,109 "," 1,267 "," 2,209 "
District - Thane,Urban," 1,904,219 "," 1,712,060 "," 68,528 "," 11,665 "," 16,956 "," 31,859 "," 39,900 "," 1,759 "," 1,737 "," 8,157 "," 11,598 "
District - Mumbai Suburban,Total," 2,027,743 "," 1,904,960 "," 51,912 "," 3,522 "," 3,572 "," 8,602 "," 5,506 "," 1,341 "," 3,725 "," 12,917 "," 31,686 "
District - Mumbai Suburban,Rural, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
District - Mumbai Suburban,Urban," 2,027,743 "," 1,904,960 "," 51,912 "," 3,522 "," 3,572 "," 8,602 "," 5,506 "," 1,341 "," 3,725 "," 12,917 "," 31,686 "
District - Mumbai,Total," 637,738 "," 610,427 "," 13,041 ", 531 , 273 ," 7,432 ", 275 , 465 , 453 ," 1,100 "," 3,741 "
District - Mumbai,Rural, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
District - Mumbai,Urban," 637,738 "," 610,427 "," 13,041 ", 531 , 273 ," 7,432 ", 275 , 465 , 453 ," 1,100 "," 3,741 "
District - Raigarh,Total," 596,514 "," 358,693 "," 82,024 "," 15,152 "," 61,663 "," 28,293 "," 36,724 "," 3,801 "," 4,337 "," 1,871 "," 3,956 "
District - Raigarh,Rural," 376,520 "," 164,125 "," 70,015 "," 14,351 "," 59,420 "," 26,557 "," 30,548 "," 3,485 "," 4,066 "," 1,504 "," 2,449 "
District - Raigarh,Urban," 219,994 "," 194,568 "," 12,009 ", 801 ," 2,243 "," 1,736 "," 6,176 ", 316 , 271 , 367 ," 1,507 "
District - Pune,Total," 2,076,607 "," 1,537,819 "," 136,322 "," 17,163 "," 168,164 "," 76,729 "," 102,403 "," 5,200 "," 6,905 "," 7,919 "," 17,983 "
District - Pune,Rural," 744,114 "," 268,586 "," 113,548 "," 15,434 "," 164,431 "," 74,311 "," 84,507 "," 4,272 "," 5,441 "," 5,375 "," 8,209 "
District - Pune,Urban," 1,332,493 "," 1,269,233 "," 22,774 "," 1,729 "," 3,733 "," 2,418 "," 17,896 ", 928 ," 1,464 "," 2,544 "," 9,774 "
District - Ahmadnagar,Total," 901,748 "," 363,834 "," 90,464 "," 28,900 "," 243,307 "," 65,407 "," 76,924 "," 2,801 "," 6,091 "," 5,641 "," 18,379 "
District - Ahmadnagar,Rural," 717,718 "," 209,734 "," 84,933 "," 27,756 "," 237,392 "," 60,251 "," 68,719 "," 2,643 "," 5,930 "," 5,207 "," 15,153 "
District - Ahmadnagar,Urban," 184,030 "," 154,100 "," 5,531 "," 1,144 "," 5,915 "," 5,156 "," 8,205 ", 158 , 161 , 434 ," 3,226 "
District - Bid,Total," 545,073 "," 163,187 "," 67,742 "," 7,238 "," 104,531 "," 122,676 "," 65,540 ", 698 ," 3,311 "," 2,818 "," 7,332 "
District - Bid,Rural," 446,114 "," 89,833 "," 63,874 "," 6,456 "," 102,668 "," 119,115 "," 52,190 ", 612 ," 3,210 "," 2,704 "," 5,452 "
District - Bid,Urban," 98,959 "," 73,354 "," 3,868 ", 782 ," 1,863 "," 3,561 "," 13,350 ", 86 , 101 , 114 ," 1,880 "
District - Latur,Total," 474,149 "," 188,118 "," 88,631 "," 5,556 "," 47,969 "," 53,931 "," 78,205 ", 368 , 647 ," 3,949 "," 6,775 "
District - Latur,Rural," 359,858 "," 98,443 "," 84,633 "," 4,874 "," 46,617 "," 51,670 "," 64,524 ", 304 , 597 ," 3,616 "," 4,580 "
District - Latur,Urban," 114,291 "," 89,675 "," 3,998 ", 682 ," 1,352 "," 2,261 "," 13,681 ", 64 , 50 , 333 ," 2,195 "
District - Osmanabad,Total," 348,760 "," 118,867 "," 78,504 "," 2,876 "," 29,560 "," 53,108 "," 52,455 ", 221 , 929 ," 6,954 "," 5,286 "
District - Osmanabad,Rural," 294,816 "," 85,685 "," 69,342 "," 2,700 "," 29,129 "," 51,399 "," 45,098 ", 167 , 875 ," 6,731 "," 3,690 "
District - Osmanabad,Urban," 53,944 "," 33,182 "," 9,162 ", 176 , 431 ," 1,709 "," 7,357 ", 54 , 54 , 223 ," 1,596 "
District - Solapur,Total," 858,981 "," 403,120 "," 86,578 "," 10,794 "," 140,885 "," 123,047 "," 69,961 ", 879 ," 7,892 "," 5,263 "," 10,562 "
District - Solapur,Rural," 583,706 "," 162,190 "," 79,734 "," 10,098 "," 139,056 "," 112,246 "," 63,121 ", 682 ," 7,763 "," 3,961 "," 4,855 "
District - Solapur,Urban," 275,275 "," 240,930 "," 6,844 ", 696 ," 1,829 "," 10,801 "," 6,840 ", 197 , 129 ," 1,302 "," 5,707 "
District - Satara,Total," 639,999 "," 398,114 "," 71,916 "," 6,966 "," 57,989 "," 45,968 "," 43,779 "," 8,291 "," 1,780 "," 1,207 "," 3,989 "
District - Satara,Rural," 518,187 "," 294,649 "," 69,923 "," 6,211 "," 55,546 "," 43,584 "," 34,800 "," 7,967 "," 1,613 "," 1,029 "," 2,865 "
District - Satara,Urban," 121,812 "," 103,465 "," 1,993 ", 755 ," 2,443 "," 2,384 "," 8,979 ", 324 , 167 , 178 ," 1,124 "
District - Ratnagiri,Total," 393,379 "," 182,023 "," 55,829 "," 37,452 "," 76,316 "," 4,903 "," 16,054 "," 12,540 "," 4,400 "," 2,223 "," 1,639 "
District - Ratnagiri,Rural," 333,645 "," 143,926 "," 53,067 "," 27,501 "," 71,889 "," 4,794 "," 12,290 "," 12,368 "," 4,293 "," 2,169 "," 1,348 "
District - Ratnagiri,Urban," 59,734 "," 38,097 "," 2,762 "," 9,951 "," 4,427 ", 109 ," 3,764 ", 172 , 107 , 54 , 291 
District - Sindhudurg,Total," 205,119 "," 42,000 "," 20,947 "," 29,843 "," 97,574 "," 1,636 "," 5,910 "," 4,621 ", 677 ," 1,206 ", 705 
District - Sindhudurg,Rural," 180,494 "," 36,144 "," 18,736 "," 23,738 "," 88,256 "," 1,495 "," 5,108 "," 4,517 ", 659 ," 1,167 ", 674 
District - Sindhudurg,Urban," 24,625 "," 5,856 "," 2,211 "," 6,105 "," 9,318 ", 141 , 802 , 104 , 18 , 39 , 31 
District - Kolhapur,Total," 821,483 "," 493,333 "," 208,260 "," 6,384 "," 33,730 "," 20,532 "," 44,231 "," 3,686 "," 2,727 "," 2,714 "," 5,886 "
District - Kolhapur,Rural," 556,628 "," 255,963 "," 196,007 "," 5,552 "," 31,896 "," 19,491 "," 35,560 "," 3,513 "," 2,546 "," 1,934 "," 4,166 "
District - Kolhapur,Urban," 264,855 "," 237,370 "," 12,253 ", 832 ," 1,834 "," 1,041 "," 8,671 ", 173 , 181 , 780 ," 1,720 "
District - Sangli,Total," 585,227 "," 345,153 "," 48,837 "," 6,504 "," 74,738 "," 40,190 "," 58,025 ", 606 ," 2,577 "," 2,240 "," 6,357 "
District - Sangli,Rural," 432,579 "," 214,328 "," 45,632 "," 6,129 "," 72,684 "," 34,925 "," 49,857 ", 512 ," 2,392 "," 1,572 "," 4,548 "
District - Sangli,Urban," 152,648 "," 130,825 "," 3,205 ", 375 ," 2,054 "," 5,265 "," 8,168 ", 94 , 185 , 668 ," 1,809 "
District - Senapati,Total," 82,048 "," 11,606 "," 26,526 "," 1,499 "," 6,415 "," 1,508 ", 313 ," 17,197 "," 4,783 "," 11,311 ", 890 
District - Senapati,Rural," 80,529 "," 11,388 "," 26,002 "," 1,474 "," 6,390 "," 1,507 ", 295 ," 16,789 "," 4,588 "," 11,206 ", 890 
District - Senapati,Urban," 1,519 ", 218 , 524 , 25 , 25 , 1 , 18 , 408 , 195 , 105 , -   
District - Tamenglong,Total," 24,477 "," 2,102 "," 7,148 ", 627 ," 1,827 ", 16 , 45 ," 5,685 "," 2,385 "," 3,953 ", 689 
District - Tamenglong,Rural," 21,069 "," 1,697 "," 6,396 ", 500 ," 1,333 ", 10 , 18 ," 4,929 "," 2,279 "," 3,236 ", 671 
District - Tamenglong,Urban," 3,408 ", 405 , 752 , 127 , 494 , 6 , 27 , 756 , 106 , 717 , 18 
District - Churachandpur,Total," 49,916 "," 5,508 "," 10,906 "," 8,192 "," 5,334 "," 2,174 ", 490 ," 5,812 "," 7,192 "," 3,305 "," 1,003 "
District - Churachandpur,Rural," 46,647 "," 5,337 "," 10,793 "," 6,635 "," 4,321 "," 2,076 ", 485 ," 5,811 "," 7,126 "," 3,301 ", 762 
District - Churachandpur,Urban," 3,269 ", 171 , 113 ," 1,557 "," 1,013 ", 98 , 5 , 1 , 66 , 4 , 241 
District - Bishnupur,Total," 44,891 "," 12,767 "," 6,845 ", 421 , 245 , 682 , 29 , 499 ," 2,332 "," 21,014 ", 57 
District - Bishnupur,Rural," 28,147 "," 4,944 "," 4,225 ", 105 , 135 , 613 , 27 , 424 ," 1,690 "," 15,968 ", 16 
District - Bishnupur,Urban," 16,744 "," 7,823 "," 2,620 ", 316 , 110 , 69 , 2 , 75 , 642 ," 5,046 ", 41 
District - Thoubal,Total," 85,295 "," 11,257 "," 2,134 ", 526 ," 1,242 "," 9,514 ", 315 , 450 ," 24,067 "," 34,181 "," 1,609 "
District - Thoubal,Rural," 54,653 "," 4,695 ", 593 , 317 , 585 ," 6,959 ", 106 , 293 ," 15,378 "," 25,640 ", 87 
District - Thoubal,Urban," 30,642 "," 6,562 "," 1,541 ", 209 , 657 ," 2,555 ", 209 , 157 ," 8,689 "," 8,541 "," 1,522 "
District - Imphal West,Total," 111,393 "," 58,316 "," 5,400 ", 808 ," 3,836 "," 3,866 ", 314 , 596 ," 8,010 "," 22,696 "," 7,551 "
District - Imphal West,Rural," 41,512 "," 9,610 "," 3,239 ", 501 ," 2,951 "," 1,567 ", 185 , 444 ," 6,061 "," 14,888 "," 2,066 "
District - Imphal West,Urban," 69,881 "," 48,706 "," 2,161 ", 307 , 885 ," 2,299 ", 129 , 152 ," 1,949 "," 7,808 "," 5,485 "
District - Imphal East,Total," 91,806 "," 29,206 "," 1,874 ", 728 ," 4,804 "," 12,519 ", 122 ," 1,636 "," 19,211 "," 16,667 "," 5,039 "
District - Imphal East,Rural," 54,014 "," 8,226 "," 1,076 ", 433 ," 4,057 "," 10,278 ", 40 ," 1,434 "," 15,908 "," 11,587 ", 975 
District - Imphal East,Urban," 37,792 "," 20,980 ", 798 , 295 , 747 ," 2,241 ", 82 , 202 ," 3,303 "," 5,080 "," 4,064 "
District - Ukhrul,Total," 35,790 "," 4,741 "," 13,339 ", 353 ," 1,525 ", 438 , 112 ," 3,970 ", 557 ," 10,669 ", 86 
District - Ukhrul,Rural," 30,882 "," 2,808 "," 12,776 ", 317 ," 1,351 ", 418 , 94 ," 3,627 ", 557 ," 8,876 ", 58 
District - Ukhrul,Urban," 4,908 "," 1,933 ", 563 , 36 , 174 , 20 , 18 , 343 , -   ," 1,793 ", 28 
District - Chandel,Total," 29,097 "," 1,545 "," 4,035 "," 1,738 "," 2,150 "," 2,271 ", 185 ," 5,352 "," 8,700 "," 2,816 ", 305 
District - Chandel,Rural," 25,860 "," 1,183 "," 3,818 ", 624 , 814 ," 2,243 ", 160 ," 5,350 "," 8,582 "," 2,783 ", 303 
District - Chandel,Urban," 3,237 ", 362 , 217 ," 1,114 "," 1,336 ", 28 , 25 , 2 , 118 , 33 , 2 
District - West Garo Hills,Total," 121,780 "," 16,693 "," 4,125 "," 4,741 "," 36,282 "," 12,348 "," 7,388 "," 21,251 "," 3,088 "," 11,041 "," 4,823 "
District - West Garo Hills,Rural," 107,941 "," 7,019 "," 3,571 "," 4,494 "," 35,932 "," 12,342 "," 7,329 "," 18,787 "," 3,027 "," 10,795 "," 4,645 "
District - West Garo Hills,Urban," 13,839 "," 9,674 ", 554 , 247 , 350 , 6 , 59 ," 2,464 ", 61 , 246 , 178 
District - East Garo Hills,Total," 57,357 "," 5,265 "," 5,078 "," 1,535 "," 22,324 ", 162 , 329 ," 21,097 ", 876 , 262 , 429 
District - East Garo Hills,Rural," 49,612 "," 2,647 "," 4,623 ", 919 ," 19,182 ", 74 , 112 ," 20,671 ", 807 , 252 , 325 
District - East Garo Hills,Urban," 7,745 "," 2,618 ", 455 , 616 ," 3,142 ", 88 , 217 , 426 , 69 , 10 , 104 
District - South Garo Hills,Total," 24,208 "," 3,622 "," 2,870 ", 424 ," 2,859 ", 21 , 73 ," 11,062 "," 2,404 ", 582 , 291 
District - South Garo Hills,Rural," 21,836 "," 3,067 "," 2,755 ", 312 ," 2,491 ", 18 , 62 ," 9,900 "," 2,369 ", 571 , 291 
District - South Garo Hills,Urban," 2,372 ", 555 , 115 , 112 , 368 , 3 , 11 ," 1,162 ", 35 , 11 , -   
District - West Khasi Hills,Total," 63,620 "," 14,226 "," 8,461 "," 4,612 "," 12,147 ", 299 ," 1,175 "," 13,657 "," 1,847 "," 6,310 ", 886 
District - West Khasi Hills,Rural," 56,508 "," 10,320 "," 7,465 "," 4,097 "," 11,716 ", 242 ," 1,105 "," 12,981 "," 1,831 "," 5,920 ", 831 
District - West Khasi Hills,Urban," 7,112 "," 3,906 ", 996 , 515 , 431 , 57 , 70 , 676 , 16 , 390 , 55 
District - Ri Bhoi,Total," 45,660 "," 11,211 "," 10,655 "," 2,106 "," 6,450 ", 288 , 692 ," 8,124 "," 1,779 "," 2,944 "," 1,411 "
District - Ri Bhoi,Rural," 41,925 "," 9,725 "," 9,957 "," 1,860 "," 6,176 ", 257 , 629 ," 7,774 "," 1,727 "," 2,569 "," 1,251 "
District - Ri Bhoi,Urban," 3,735 "," 1,486 ", 698 , 246 , 274 , 31 , 63 , 350 , 52 , 375 , 160 
District - East Khasi Hills,Total," 160,832 "," 86,892 "," 25,727 "," 8,324 "," 9,885 "," 1,824 "," 2,251 "," 14,284 "," 2,733 "," 5,706 "," 3,206 "
District - East Khasi Hills,Rural," 84,694 "," 29,307 "," 17,776 "," 6,589 "," 9,333 "," 1,527 "," 1,032 "," 9,802 "," 2,675 "," 5,222 "," 1,431 "
District - East Khasi Hills,Urban," 76,138 "," 57,585 "," 7,951 "," 1,735 ", 552 , 297 ," 1,219 "," 4,482 ", 58 , 484 ," 1,775 "
District - Jaintia Hills,Total," 64,842 "," 11,799 "," 4,723 "," 15,545 "," 9,355 ", 174 ," 2,259 "," 12,601 "," 1,416 "," 3,926 "," 3,044 "
District - Jaintia Hills,Rural," 59,681 "," 8,501 "," 4,530 "," 14,968 "," 9,293 ", 138 ," 2,207 "," 11,919 "," 1,415 "," 3,822 "," 2,888 "
District - Jaintia Hills,Urban," 5,161 "," 3,298 ", 193 , 577 , 62 , 36 , 52 , 682 , 1 , 104 , 156 
District - Mamit,Total," 17,204 "," 2,433 "," 1,971 ", 110 , 508 , 110 , 22 ," 6,265 "," 2,369 ", 388 ," 3,028 "
District - Mamit,Rural," 14,048 ", 809 ," 1,482 ", 56 , 489 , 110 , 18 ," 5,973 "," 2,346 ", 370 ," 2,395 "
District - Mamit,Urban," 3,156 "," 1,624 ", 489 , 54 , 19 , -   , 4 , 292 , 23 , 18 , 633 
District - Kolasib,Total," 17,296 "," 9,657 "," 1,820 ", 205 , 720 , 29 , 421 ," 1,850 "," 1,581 ", 755 , 258 
District - Kolasib,Rural," 7,664 "," 3,170 ", 910 , 54 , 581 , 10 , 297 ," 1,050 "," 1,240 ", 346 , 6 
District - Kolasib,Urban," 9,632 "," 6,487 ", 910 , 151 , 139 , 19 , 124 , 800 , 341 , 409 , 252 
District - Aizawl,Total," 81,912 "," 47,273 "," 8,315 "," 1,808 "," 1,798 ", 626 , 351 ," 10,321 "," 1,062 "," 1,171 "," 9,187 "
District - Aizawl,Rural," 17,157 "," 2,563 "," 3,272 ", 462 , 183 , 100 , 1 ," 4,826 ", 441 , 506 ," 4,803 "
District - Aizawl,Urban," 64,755 "," 44,710 "," 5,043 "," 1,346 "," 1,615 ", 526 , 350 ," 5,495 ", 621 , 665 ," 4,384 "
District - Champhai,Total," 25,660 "," 10,635 "," 6,735 "," 1,031 ", 839 , 549 , 648 ," 3,193 ", 343 , 220 ," 1,467 "
District - Champhai,Rural," 15,604 "," 5,514 "," 5,228 ", 474 , 673 , 394 , 513 ," 1,303 ", 292 , 58 ," 1,155 "
District - Champhai,Urban," 10,056 "," 5,121 "," 1,507 ", 557 , 166 , 155 , 135 ," 1,890 ", 51 , 162 , 312 
District - Serchhip,Total," 12,580 "," 5,274 "," 3,185 ", 132 , 142 , 169 , 4 ," 3,204 ", 186 , 214 , 70 
District - Serchhip,Rural," 6,309 "," 1,063 "," 2,793 ", 16 , 10 , 106 , -   ," 2,248 ", 3 , 16 , 54 
District - Serchhip,Urban," 6,271 "," 4,211 ", 392 , 116 , 132 , 63 , 4 , 956 , 183 , 198 , 16 
District - Lunglei,Total," 32,617 "," 10,027 "," 7,730 ", 336 , 409 , 160 , 249 ," 8,794 "," 3,404 ", 490 ," 1,018 "
District - Lunglei,Rural," 18,748 ", 655 ," 5,760 ", 164 , 301 , 78 , 211 ," 7,151 "," 3,007 ", 468 , 953 
District - Lunglei,Urban," 13,869 "," 9,372 "," 1,970 ", 172 , 108 , 82 , 38 ," 1,643 ", 397 , 22 , 65 
District - Lawangtlai,Total," 22,894 "," 1,103 "," 6,581 ", 222 , 722 , 92 , 131 ," 5,809 "," 7,462 ", 559 , 213 
District - Lawangtlai,Rural," 19,039 "," 1,065 "," 5,278 ", 218 , 720 , 7 , 102 ," 3,749 "," 7,276 ", 493 , 131 
District - Lawangtlai,Urban," 3,855 ", 38 ," 1,303 ", 4 , 2 , 85 , 29 ," 2,060 ", 186 , 66 , 82 
District - Saiha,Total," 10,914 ", 786 ," 6,282 ", 491 , 921 , 82 , 135 ," 1,271 ", 633 , 230 , 83 
District - Saiha,Rural," 6,305 ", 485 ," 3,349 ", 364 , 653 , 19 , 135 , 495 , 603 , 202 , -   
District - Saiha,Urban," 4,609 ", 301 ," 2,933 ", 127 , 268 , 63 , -   , 776 , 30 , 28 , 83 
District - Mon,Total," 41,347 "," 1,046 "," 19,821 "," 1,409 "," 8,701 ", 53 , 58 ," 5,527 "," 1,610 "," 2,075 "," 1,047 "
District - Mon,Rural," 35,804 ", 972 ," 16,894 "," 1,125 "," 7,847 ", 46 , 22 ," 5,294 ", 832 ," 1,767 "," 1,005 "
District - Mon,Urban," 5,543 ", 74 ," 2,927 ", 284 , 854 , 7 , 36 , 233 , 778 , 308 , 42 
District - Mokokchung,Total," 42,344 "," 2,264 "," 21,798 "," 1,791 "," 4,046 ", 16 , 164 ," 2,388 "," 1,162 "," 7,601 "," 1,114 "
District - Mokokchung,Rural," 30,016 "," 1,406 "," 16,914 ", 986 ," 3,121 ", 5 , 111 ," 1,594 ", 580 ," 4,648 ", 651 
District - Mokokchung,Urban," 12,328 ", 858 ," 4,884 ", 805 , 925 , 11 , 53 , 794 , 582 ," 2,953 ", 463 
District - Zunheboto,Total," 30,333 "," 3,930 "," 14,172 "," 1,002 "," 3,079 ", 1 , 107 ," 2,908 ", 110 ," 4,694 ", 330 
District - Zunheboto,Rural," 25,388 "," 3,420 "," 12,201 ", 857 ," 2,661 ", -   , 106 ," 1,352 ", 80 ," 4,553 ", 158 
District - Zunheboto,Urban," 4,945 ", 510 ," 1,971 ", 145 , 418 , 1 , 1 ," 1,556 ", 30 , 141 , 172 
District - Wokha,Total," 33,269 ", 621 ," 7,613 "," 2,288 "," 10,151 ", 250 , 225 ," 3,460 "," 1,542 "," 6,237 ", 882 
District - Wokha,Rural," 27,028 ", 518 ," 5,411 "," 1,919 "," 8,938 ", 248 , 216 ," 3,030 "," 1,294 "," 4,886 ", 568 
District - Wokha,Urban," 6,241 ", 103 ," 2,202 ", 369 ," 1,213 ", 2 , 9 , 430 , 248 ," 1,351 ", 314 
District - Dimapur,Total," 76,732 "," 4,378 "," 6,161 "," 9,928 "," 27,068 "," 8,191 "," 16,544 ", 834 ," 1,033 "," 1,034 "," 1,561 "
District - Dimapur,Rural," 36,034 "," 1,189 "," 2,782 "," 5,214 "," 16,857 "," 3,620 "," 3,266 ", 719 , 889 , 891 , 607 
District - Dimapur,Urban," 40,698 "," 3,189 "," 3,379 "," 4,714 "," 10,211 "," 4,571 "," 13,278 ", 115 , 144 , 143 , 954 
District - Phek,Total," 37,891 "," 4,658 "," 26,976 ", 581 ," 1,364 ", 7 , 156 ," 1,761 ", 119 ," 1,894 ", 375 
District - Phek,Rural," 32,889 "," 3,815 "," 24,196 ", 322 ," 1,243 ", 6 , 152 , 930 , 113 ," 1,750 ", 362 
District - Phek,Urban," 5,002 ", 843 ," 2,780 ", 259 , 121 , 1 , 4 , 831 , 6 , 144 , 13 
District - Tuensang,Total," 38,987 "," 2,168 "," 26,268 "," 1,579 "," 5,921 ", 5 , 5 , 309 , 296 ," 2,027 ", 409 
District - Tuensang,Rural," 32,185 "," 1,463 "," 22,684 "," 1,019 "," 4,358 ", 1 , 2 , 199 , 212 ," 1,939 ", 308 
District - Tuensang,Urban," 6,802 ", 705 ," 3,584 ", 560 ," 1,563 ", 4 , 3 , 110 , 84 , 88 , 101 
District - Longleng,Total," 11,580 ", 239 , 946 , 620 ," 2,851 ", 3 , 11 , 615 , 417 ," 5,659 ", 219 
District - Longleng,Rural," 9,896 ", 237 , 944 , 619 ," 2,839 ", 3 , 11 , 318 , 107 ," 4,601 ", 217 
District - Longleng,Urban," 1,684 ", 2 , 2 , 1 , 12 , -   , -   , 297 , 310 ," 1,058 ", 2 
District - Kiphire,Total," 16,655 ", 810 ," 12,223 ", 174 ," 1,025 ", -   , -   , 455 , 72 ," 1,332 ", 564 
District - Kiphire,Rural," 13,400 ", 708 ," 10,217 ", 84 , 493 , -   , -   , 316 , 72 ," 1,026 ", 484 
District - Kiphire,Urban," 3,255 ", 102 ," 2,006 ", 90 , 532 , -   , -   , 139 , -   , 306 , 80 
District - Kohima,Total," 52,136 "," 2,830 "," 22,215 "," 5,305 "," 7,386 ", 135 , 602 ," 2,902 ", 642 ," 6,403 "," 3,716 "
District - Kohima,Rural," 26,421 "," 2,356 "," 12,471 "," 1,132 "," 3,681 ", 127 , 41 ," 1,542 ", 233 ," 4,553 ", 285 
District - Kohima,Urban," 25,715 ", 474 ," 9,744 "," 4,173 "," 3,705 ", 8 , 561 ," 1,360 ", 409 ," 1,850 "," 3,431 "
District - Peren,Total," 18,691 "," 1,367 "," 6,089 "," 1,525 "," 4,806 ", 23 , 47 ," 1,312 ", 947 ," 2,103 ", 472 
