Name,Type,Total,Grass,Plastic,Mud,Wood,Stone,StoneMortar,Metal,BurntBrick,Concrete,Other
District - Saharsa,Total,"461,608","229,478","1,914","52,293","1,622","1,406","1,374",286,"171,199","1,535",501
District - Saharsa,Rural,"426,006","226,919","1,720","45,487","1,460","1,057","1,098",251,"146,433","1,158",423
District - Saharsa,Urban,"35,602","2,559",194,"6,806",162,349,276,35,"24,766",377,78
District - Darbhanga,Total,"973,103","275,556","6,213","115,431","4,954","5,920","6,032",896,"547,499","7,636","2,966"
District - Darbhanga,Rural,"883,411","267,412","5,742","107,669","4,581","5,058","4,780",793,"478,073","6,653","2,650"
District - Darbhanga,Urban,"89,692","8,144",471,"7,762",373,862,"1,252",103,"69,426",983,316
District - Muzaffarpur,Total,"1,093,030","381,482","8,241","111,770","6,691","9,101","8,851","1,814","550,253","8,380","6,447"
District - Muzaffarpur,Rural,"980,208","369,762","7,709","105,131","5,252","7,405","6,746","1,525","464,967","6,309","5,402"
District - Muzaffarpur,Urban,"112,822","11,720",532,"6,639","1,439","1,696","2,105",289,"85,286","2,071","1,045"
District - Gopalganj,Total,"540,096","121,192","3,245","27,824","3,296","7,597","5,953",782,"362,280","2,718","5,209"
District - Gopalganj,Rural,"505,117","117,661","3,039","25,578","3,124","7,084","5,354",726,"335,129","2,511","4,911"
District - Gopalganj,Urban,"34,979","3,531",206,"2,246",172,513,599,56,"27,151",207,298
District - Siwan,Total,"655,130","58,735","2,683","58,251","3,196","8,528","7,526","1,112","506,850","4,530","3,719"
District - Siwan,Rural,"616,163","57,990","2,552","55,978","2,974","8,023","6,477","1,041","473,780","3,824","3,524"
District - Siwan,Urban,"38,967",745,131,"2,273",222,505,"1,049",71,"33,070",706,195
District - Saran (chhapra),Total,"752,320","91,636","3,177","125,197","5,829","10,634","10,662","1,086","496,689","6,054","1,356"
District - Saran (chhapra),Rural,"681,435","87,162","2,883","116,501","5,180","9,766","8,434",954,"444,454","5,008","1,093"
District - Saran (chhapra),Urban,"70,885","4,474",294,"8,696",649,868,"2,228",132,"52,235","1,046",263
District - Vaishali,Total,"732,733","194,428","3,914","134,282","3,094","5,764","6,961",787,"374,114","7,104","2,285"
District - Vaishali,Rural,"685,002","190,055","3,716","127,860","2,913","5,162","6,213",693,"340,216","6,216","1,958"
District - Vaishali,Urban,"47,731","4,373",198,"6,422",181,602,748,94,"33,898",888,327
District - Samastipur,Total,"1,028,897","322,371","6,811","160,333","8,890","5,678","4,601",652,"510,891","6,801","1,869"
District - Samastipur,Rural,"989,221","318,484","6,647","156,156","8,258","5,455","4,290",617,"481,459","6,110","1,745"
District - Samastipur,Urban,"39,676","3,887",164,"4,177",632,223,311,35,"29,432",691,124
District - Begusarai,Total,"709,079","161,137","3,801","154,481","5,427","6,638","6,978",612,"361,211","7,576","1,218"
District - Begusarai,Rural,"579,021","148,268","3,102","131,960","4,404","4,703","4,514",474,"275,250","5,411",935
District - Begusarai,Urban,"130,058","12,869",699,"22,521","1,023","1,935","2,464",138,"85,961","2,165",283
District - Khagaria,Total,"385,409","139,513","2,925","67,048","2,293","2,872","3,712",225,"162,803","3,443",575
District - Khagaria,Rural,"365,772","137,969","2,734","64,114","2,185","2,684","3,379",207,"148,745","3,191",564
District - Khagaria,Urban,"19,637","1,544",191,"2,934",108,188,333,18,"14,058",252,11
District - Bhagalpur,Total,"634,459","121,830","3,646","157,271","2,744","5,876","10,867",786,"322,647","7,662","1,130"
District - Bhagalpur,Rural,"510,582","115,095","2,922","137,213","2,313","4,150","6,880",565,"235,433","5,256",755
District - Bhagalpur,Urban,"123,877","6,735",724,"20,058",431,"1,726","3,987",221,"87,214","2,406",375
District - Banka,Total,"430,293","25,523","1,618","223,165","1,106","2,853","3,749",388,"166,369","5,146",376
District - Banka,Rural,"413,158","24,769","1,574","218,703",883,"2,573","3,573",365,"155,533","4,833",352
District - Banka,Urban,"17,135",754,44,"4,462",223,280,176,23,"10,836",313,24
District - Munger,Total,"297,253","33,263","1,112","75,577",916,"2,783","4,713",372,"173,625","4,547",345
District - Munger,Rural,"216,015","30,877",918,"61,414",753,"1,651","2,843",238,"114,260","2,792",269
District - Munger,Urban,"81,238","2,386",194,"14,163",163,"1,132","1,870",134,"59,365","1,755",76
District - Lakhisarai,Total,"198,867","16,916",749,"61,818",694,"2,103","2,601",276,"110,713","2,141",856
District - Lakhisarai,Rural,"169,195","15,790",628,"56,059",534,"1,572","1,920",210,"90,027","1,942",513
District - Lakhisarai,Urban,"29,672","1,126",121,"5,759",160,531,681,66,"20,686",199,343
District - Sheikhpura,Total,"126,142","7,446",665,"39,125",292,"2,096","3,112",316,"71,367","1,143",580
District - Sheikhpura,Rural,"103,745","6,766",594,"34,742",194,"1,738","2,222",279,"56,029",687,494
District - Sheikhpura,Urban,"22,397",680,71,"4,383",98,358,890,37,"15,338",456,86
District - Nalanda,Total,"584,294","25,035","3,478","161,871","1,378","11,122","10,478","1,342","358,994","7,112","3,484"
District - Nalanda,Rural,"488,739","23,132","3,099","148,454","1,184","9,147","7,104","1,097","288,619","4,014","2,889"
District - Nalanda,Urban,"95,555","1,903",379,"13,417",194,"1,975","3,374",245,"70,375","3,098",595
District - Patna,Total,"1,141,382","55,564","4,556","222,922","2,394","18,554","34,514","2,180","773,473","25,054","2,171"
District - Patna,Rural,"633,232","41,634","3,066","182,767","1,218","10,893","13,327",834,"371,582","6,910","1,001"
District - Patna,Urban,"508,150","13,930","1,490","40,155","1,176","7,661","21,187","1,346","401,891","18,144","1,170"
District - Bhojpur,Total,"492,222","29,817","2,584","122,167","1,770","9,269","20,052",701,"300,000","4,836","1,026"
District - Bhojpur,Rural,"420,272","27,988","2,288","112,399","1,491","7,720","15,325",566,"247,924","3,698",873
District - Bhojpur,Urban,"71,950","1,829",296,"9,768",279,"1,549","4,727",135,"52,076","1,138",153
District - Buxar,Total,"322,563","25,252","2,111","74,928","1,344","5,199","10,661",680,"198,459","2,308","1,621"
District - Buxar,Rural,"290,073","24,117","1,894","71,425","1,170","4,605","8,993",567,"174,302","1,665","1,335"
District - Buxar,Urban,"32,490","1,135",217,"3,503",174,594,"1,668",113,"24,157",643,286
District - Kaimur (bhabua),Total,"331,029","17,142","1,684","129,243","1,081","5,281","6,754",646,"165,677","1,573","1,948"
District - Kaimur (bhabua),Rural,"317,195","16,950","1,650","128,282","1,065","5,025","6,282",627,"153,986","1,522","1,806"
District - Kaimur (bhabua),Urban,"13,834",192,34,961,16,256,472,19,"11,691",51,142
District - Rohtas,Total,"584,217","18,795","2,312","188,641","1,433","9,771","21,871",715,"334,230","5,327","1,122"
District - Rohtas,Rural,"496,337","17,239","2,000","174,980","1,243","8,130","17,765",561,"269,744","3,767",908
District - Rohtas,Urban,"87,880","1,556",312,"13,661",190,"1,641","4,106",154,"64,486","1,560",214
District - Aurangabad,Total,"463,180","17,739","2,351","205,896","1,055","4,488","7,292","1,205","216,371","4,848","1,935"
District - Aurangabad,Rural,"417,046","16,871","2,201","198,090",862,"3,530","5,555","1,080","183,659","3,636","1,562"
District - Aurangabad,Urban,"46,134",868,150,"7,806",193,958,"1,737",125,"32,712","1,212",373
District - Gaya,Total,"783,128","23,473","2,950","376,146","1,037","6,414","13,256","1,466","348,334","8,748","1,304"
District - Gaya,Rural,"678,622","22,208","2,607","362,908",785,"4,399","7,515",820,"270,745","5,629","1,006"
District - Gaya,Urban,"104,506","1,265",343,"13,238",252,"2,015","5,741",646,"77,589","3,119",298
District - Nawada,Total,"409,955","14,330","1,886","167,545",835,"4,633","5,931","1,016","207,795","4,257","1,727"
District - Nawada,Rural,"367,385","13,474","1,710","161,717",739,"4,052","5,220",936,"174,368","3,628","1,541"
District - Nawada,Urban,"42,570",856,176,"5,828",96,581,711,80,"33,427",629,186
District - Jamui,Total,"345,496","12,852","2,159","180,521",730,"3,371","3,581",642,"135,447","4,060","2,133"
District - Jamui,Rural,"316,460","12,183","2,021","172,781",654,"3,057","3,038",583,"116,525","3,609","2,009"
District - Jamui,Urban,"29,036",669,138,"7,740",76,314,543,59,"18,922",451,124
District - Jehanabad,Total,"207,775","7,432",849,"62,604",258,"3,228","4,716",266,"125,485","2,214",723
District - Jehanabad,Rural,"181,477","6,936",720,"59,344",205,"2,700","3,299",220,"105,897","1,587",569
District - Jehanabad,Urban,"26,298",496,129,"3,260",53,528,"1,417",46,"19,588",627,154
District - Arwal,Total,"139,561","4,094",255,"53,192",261,"1,688","2,221",73,"76,520","1,158",99
District - Arwal,Rural,"130,087","3,963",246,"51,179",245,"1,506","1,833",69,"69,883","1,064",99
District - Arwal,Urban,"9,474",131,9,"2,013",16,182,388,4,"6,637",94,0
STATE - CHANDIGARH,Total,"277,058",699,"1,001","7,492",514,"1,378","2,364","3,128","245,601","14,309",572
STATE - CHANDIGARH,Rural,"8,300",92,12,24,20,25,152,97,"7,002",869,7
STATE - CHANDIGARH,Urban,"268,758",607,989,"7,468",494,"1,353","2,212","3,031","238,599","13,440",565
District - Chandigarh,Total,"277,058",699,"1,001","7,492",514,"1,378","2,364","3,128","245,601","14,309",572
District - Chandigarh,Rural,"8,300",92,12,24,20,25,152,97,"7,002",869,7
District - Chandigarh,Urban,"268,758",607,989,"7,468",494,"1,353","2,212","3,031","238,599","13,440",565
STATE - DADRA & NAGAR HAVELI,Total,"89,652","19,977",320,"7,286",438,286,288,690,"56,966","3,287",114
STATE - DADRA & NAGAR HAVELI,Rural,"41,038","17,640",114,"5,434",198,133,92,255,"15,800","1,331",41
STATE - DADRA & NAGAR HAVELI,Urban,"48,614","2,337",206,"1,852",240,153,196,435,"41,166","1,956",73
District - Dadra & Nagar Haveli,Total,"89,652","19,977",320,"7,286",438,286,288,690,"56,966","3,287",114
District - Dadra & Nagar Haveli,Rural,"41,038","17,640",114,"5,434",198,133,92,255,"15,800","1,331",41
District - Dadra & Nagar Haveli,Urban,"48,614","2,337",206,"1,852",240,153,196,435,"41,166","1,956",73
STATE - DAMAN & DIU,Total,"75,108",596,295,841,284,966,"14,208",462,"54,748","2,612",96
STATE - DAMAN & DIU,Rural,"17,208",345,43,379,46,661,"7,595",91,"7,859",143,46
STATE - DAMAN & DIU,Urban,"57,900",251,252,462,238,305,"6,613",371,"46,889","2,469",50
District - Diu,Total,"15,176",27,2,113,24,842,"13,721",17,237,157,36
District - Diu,Rural,"8,390",16,0,104,7,641,"7,588",4,2,7,21
District - Diu,Urban,"6,786",11,2,9,17,201,"6,133",13,235,150,15
District - Daman,Total,"59,932",569,293,728,260,124,487,445,"54,511","2,455",60
District - Daman,Rural,"8,818",329,43,275,39,20,7,87,"7,857",136,25
District - Daman,Urban,"51,114",240,250,453,221,104,480,358,"46,654","2,319",35
STATE - NCT OF DELHI,Total,"4,053,376","14,161","11,614","85,842","7,463","45,213","153,631","9,170","3,495,442","223,494","7,346"
STATE - NCT OF DELHI,Rural,"101,062","1,146",240,"3,335",166,"1,758","4,339",319,"85,717","3,881",161
STATE - NCT OF DELHI,Urban,"3,952,314","13,015","11,374","82,507","7,297","43,455","149,292","8,851","3,409,725","219,613","7,185"
District - North West,Total,"874,543","5,792","2,805","19,763","1,095","11,436","31,106","1,550","751,776","47,503","1,717"
District - North West,Rural,"53,402","1,053",176,"1,916",119,"1,037","2,069",181,"45,079","1,698",74
District - North West,Urban,"821,141","4,739","2,629","17,847",976,"10,399","29,037","1,369","706,697","45,805","1,643"
District - North,Total,"267,315",603,888,"3,478",784,"3,820","14,100",868,"231,740","10,564",470
District - North,Rural,"3,661",5,1,61,0,7,18,6,"3,294",216,53
District - North,Urban,"263,654",598,887,"3,417",784,"3,813","14,082",862,"228,446","10,348",417
District - North East,Total,"446,651",702,515,"4,115",474,"4,412","18,964",396,"402,397","13,176","1,500"
District - North East,Rural,"4,386",8,28,57,1,23,135,5,"4,099",17,13
District - North East,Urban,"442,265",694,487,"4,058",473,"4,389","18,829",391,"398,298","13,159","1,487"
District - East,Total,"421,721","2,353",438,"4,462",562,"3,389","13,480","1,729","366,154","28,523",631
District - East,Rural,961,1,0,2,0,3,2,0,950,1,2
District - East,Urban,"420,760","2,352",438,"4,460",562,"3,386","13,478","1,729","365,204","28,522",629
District - New Delhi,Total,"47,201",139,158,"2,542",389,493,980,133,"39,761","2,484",122
District - New Delhi,Rural,0,0,0,0,0,0,0,0,0,0,0
District - New Delhi,Urban,"47,201",139,158,"2,542",389,493,980,133,"39,761","2,484",122
District - Central,Total,"178,468",309,409,"2,532","1,189","3,235","10,360",547,"147,964","11,639",284
District - Central,Rural,0,0,0,0,0,0,0,0,0,0,0
District - Central,Urban,"178,468",309,409,"2,532","1,189","3,235","10,360",547,"147,964","11,639",284
District - West,Total,"618,923","1,508","2,227","15,366",893,"6,372","23,315",893,"529,296","38,419",634
District - West,Rural,"1,561",0,0,8,0,6,33,0,"1,501",10,3
District - West,Urban,"617,362","1,508","2,227","15,358",893,"6,366","23,282",893,"527,795","38,409",631
District - South West,Total,"550,274",769,"2,258","14,830","1,064","6,308","20,126","1,444","465,582","37,178",715
District - South West,Rural,"34,559",67,24,"1,138",42,629,"1,930",123,"29,057","1,534",15
District - South West,Urban,"515,715",702,"2,234","13,692","1,022","5,679","18,196","1,321","436,525","35,644",700
District - South,Total,"648,280","1,986","1,916","18,754","1,013","5,748","21,200","1,610","560,772","34,008","1,273"
District - South,Rural,"2,532",12,11,153,4,53,152,4,"1,737",405,1
District - South,Urban,"645,748","1,974","1,905","18,601","1,009","5,695","21,048","1,606","559,035","33,603","1,272"
STATE - GOA,Total,"443,153","9,930","2,092","43,105","4,986","49,975","276,673","5,247","7,664","40,310","3,171"
STATE - GOA,Rural,"167,180","6,630",912,"24,948","2,201","24,150","96,954","1,382","2,020","6,446","1,537"
STATE - GOA,Urban,"275,973","3,300","1,180","18,157","2,785","25,825","179,719","3,865","5,644","33,864","1,634"
District - North Goa,Total,"248,294","5,859","1,246","26,397","2,380","29,677","153,252","3,419","3,223","20,977","1,864"
District - North Goa,Rural,"94,670","3,639",595,"15,323","1,114","14,600","53,613",890,508,"3,537",851
District - North Goa,Urban,"153,624","2,220",651,"11,074","1,266","15,077","99,639","2,529","2,715","17,440","1,013"
District - South Goa,Total,"194,859","4,071",846,"16,708","2,606","20,298","123,421","1,828","4,441","19,333","1,307"
District - South Goa,Rural,"72,510","2,991",317,"9,625","1,087","9,550","43,341",492,"1,512","2,909",686
District - South Goa,Urban,"122,349","1,080",529,"7,083","1,519","10,748","80,080","1,336","2,929","16,424",621
STATE - GUJARAT,Total,"15,083,296","690,904","43,276","2,434,894","104,496","409,966","1,226,490","67,523","9,502,855","579,187","23,705"
STATE - GUJARAT,Rural,"8,108,315","645,624","20,885","2,109,301","44,829","334,416","748,295","31,226","3,890,832","268,370","14,537"
STATE - GUJARAT,Urban,"6,974,981","45,280","22,391","325,593","59,667","75,550","478,195","36,297","5,612,023","310,817","9,168"
District - Kachchh,Total,"586,951","6,742","1,975","17,473","8,739","43,442","128,615","7,389","232,234","138,537","1,805"
District - Kachchh,Rural,"376,466","5,656",941,"14,495","3,633","36,035","90,874","4,746","121,635","97,549",902
District - Kachchh,Urban,"210,485","1,086","1,034","2,978","5,106","7,407","37,741","2,643","110,599","40,988",903
District - Banas Kantha,Total,"679,842","21,117","1,646","171,602","2,385","7,599","9,259","1,430","454,016","10,097",691
District - Banas Kantha,Rural,"566,460","20,604","1,227","161,907","2,195","7,142","8,442","1,050","356,157","7,199",537
District - Banas Kantha,Urban,"113,382",513,419,"9,695",190,457,817,380,"97,859","2,898",154
District - Patan,Total,"329,542","7,810",594,"61,263","1,038","4,444","3,990","1,024","243,407","5,665",307
District - Patan,Rural,"248,450","7,145",443,"54,057",864,"4,066","3,419",745,"173,125","4,343",243
District - Patan,Urban,"81,092",665,151,"7,206",174,378,571,279,"70,282","1,322",64
District - Mahesana,Total,"532,191","7,109","1,708","78,778","1,235","3,067","2,448","2,143","421,512","13,786",405
District - Mahesana,Rural,"379,626","6,259",810,"68,564",877,"2,477","1,422","1,476","287,418","10,012",311
District - Mahesana,Urban,"152,565",850,898,"10,214",358,590,"1,026",667,"134,094","3,774",94
District - Sabar Kantha,Total,"574,369","8,358","1,525","214,928","1,612","10,280","6,040","1,669","315,737","13,306",914
District - Sabar Kantha,Rural,"472,953","7,772","1,041","203,359","1,223","9,422","5,479",977,"231,997","10,853",830
District - Sabar Kantha,Urban,"101,416",586,484,"11,569",389,858,561,692,"83,740","2,453",84
District - Gandhinagar,Total,"350,155","3,798","1,561","63,625",815,"2,075","1,208","1,516","265,980","9,110",467
District - Gandhinagar,Rural,"189,312","3,183",487,"47,315",495,"1,604",530,732,"129,736","5,053",177
District - Gandhinagar,Urban,"160,843",615,"1,074","16,310",320,471,678,784,"136,244","4,057",290
District - Ahmadabad,Total,"1,911,888","6,345","6,413","174,421","2,864","7,492","11,549","4,651","1,657,273","39,399","1,481"
District - Ahmadabad,Rural,"301,827","4,458",549,"111,414",739,"2,095","2,521",673,"175,900","3,183",295
District - Ahmadabad,Urban,"1,610,061","1,887","5,864","63,007","2,125","5,397","9,028","3,978","1,481,373","36,216","1,186"
