Name,Type,Total,Grass,Plastic,HandmadeTiles,MachinemadeTiles,BurntBrick,Stone,Metal,Concrete,Other
District - Perambalur,Total,"173,102","41,371",126,"7,560","42,811",753,"1,219","7,945","70,791",526
District - Perambalur,Rural,"142,430","37,110",103,"6,097","38,332",673,974,"6,658","52,029",454
District - Perambalur,Urban,"30,672","4,261",23,"1,463","4,479",80,245,"1,287","18,762",72
District - Ariyalur,Total,"232,849","88,497",217,"21,289","57,546",661,"1,112","4,336","58,565",626
District - Ariyalur,Rural,"205,700","82,769",207,"18,393","51,174",586,941,"3,795","47,243",592
District - Ariyalur,Urban,"27,149","5,728",10,"2,896","6,372",75,171,541,"11,322",34
District - Cuddalore,Total,"714,215","283,407","1,004","51,318","79,239","3,683","7,281","23,155","263,209","1,919"
District - Cuddalore,Rural,"469,839","228,004",635,"33,840","58,997","2,167","3,584","12,637","128,692","1,283"
District - Cuddalore,Urban,"244,376","55,403",369,"17,478","20,242","1,516","3,697","10,518","134,517",636
District - Nagappattinam,Total,"484,305","224,775",876,"59,705","26,897","1,446","2,526","7,227","160,326",527
District - Nagappattinam,Rural,"375,630","195,442",476,"42,624","21,403",828,"1,736","4,512","108,258",351
District - Nagappattinam,Urban,"108,675","29,333",400,"17,081","5,494",618,790,"2,715","52,068",176
District - Thiruvarur,Total,"385,439","173,283",504,"43,336","40,294","1,381","1,817","4,260","120,041",523
District - Thiruvarur,Rural,"304,021","151,179",302,"33,478","34,077","1,065","1,320","2,278","79,904",418
District - Thiruvarur,Urban,"81,418","22,104",202,"9,858","6,217",316,497,"1,982","40,137",105
District - Thanjavur,Total,"708,467","244,050",677,"53,966","138,519","4,620","5,258","13,935","245,674","1,768"
District - Thanjavur,Rural,"452,299","194,974",398,"31,645","95,983","1,818","2,240","6,067","118,292",882
District - Thanjavur,Urban,"256,168","49,076",279,"22,321","42,536","2,802","3,018","7,868","127,382",886
District - Pudukkottai,Total,"462,418","105,391",398,"34,517","155,198","1,831","2,377","11,098","150,764",844
District - Pudukkottai,Rural,"367,395","94,108",324,"27,599","131,247","1,238","1,851","8,871","101,445",712
District - Pudukkottai,Urban,"95,023","11,283",74,"6,918","23,951",593,526,"2,227","49,319",132
District - Sivaganga,Total,"405,258","34,164",390,"52,830","145,280","2,908","3,402","7,221","157,943","1,120"
District - Sivaganga,Rural,"275,734","28,208",309,"42,998","112,014","1,882","2,060","5,086","82,569",608
District - Sivaganga,Urban,"129,524","5,956",81,"9,832","33,266","1,026","1,342","2,135","75,374",512
District - Madurai,Total,"920,665","53,802","1,232","87,742","143,761","16,187","16,053","68,962","527,493","5,433"
District - Madurai,Rural,"366,954","40,207",497,"48,755","90,218","9,094","6,840","36,109","132,445","2,789"
District - Madurai,Urban,"553,711","13,595",735,"38,987","53,543","7,093","9,213","32,853","395,048","2,644"
District - Theni,Total,"382,888","18,643",772,"9,280","16,592","3,217","8,437","158,773","162,649","4,525"
District - Theni,Rural,"173,724","8,333",399,"4,647","8,054","1,034","4,014","82,424","62,608","2,211"
District - Theni,Urban,"209,164","10,310",373,"4,633","8,538","2,183","4,423","76,349","100,041","2,314"
District - Virudunagar,Total,"648,011","28,936",551,"75,801","81,941","40,631","12,477","70,876","331,903","4,895"
District - Virudunagar,Rural,"312,154","15,431",308,"47,066","53,444","19,078","5,464","36,490","132,704","2,169"
District - Virudunagar,Urban,"335,857","13,505",243,"28,735","28,497","21,553","7,013","34,386","199,199","2,726"
District - Ramanathapuram,Total,"380,715","47,059",453,"57,278","110,085","3,350","3,561","6,150","151,802",977
District - Ramanathapuram,Rural,"263,403","35,955",300,"44,058","91,914","2,175","1,788","3,363","83,268",582
District - Ramanathapuram,Urban,"117,312","11,104",153,"13,220","18,171","1,175","1,773","2,787","68,534",395
District - Thoothukkudi,Total,"552,871","35,833",410,"74,258","103,816","28,608","9,300","36,608","258,254","5,784"
District - Thoothukkudi,Rural,"281,872","20,165",195,"48,231","73,093","11,478","3,449","16,778","106,263","2,220"
District - Thoothukkudi,Urban,"270,999","15,668",215,"26,027","30,723","17,130","5,851","19,830","151,991","3,564"
District - Tirunelveli,Total,"956,434","45,310",949,"119,152","168,054","79,076","21,347","82,413","428,329","11,804"
District - Tirunelveli,Rural,"484,271","26,201",440,"68,142","99,951","36,873","10,452","43,406","193,811","4,995"
District - Tirunelveli,Urban,"472,163","19,109",509,"51,010","68,103","42,203","10,895","39,007","234,518","6,809"
District - Kanniyakumari,Total,"559,716","34,889","1,304","88,005","69,932","2,039","7,309","55,638","299,321","1,279"
District - Kanniyakumari,Rural,"95,894","8,026",238,"15,689","11,534",387,"1,159","7,943","50,610",308
District - Kanniyakumari,Urban,"463,822","26,863","1,066","72,316","58,398","1,652","6,150","47,695","248,711",971
District - Dharmapuri,Total,"449,512","87,456",687,"31,670","138,089","1,282","4,496","38,190","146,861",781
District - Dharmapuri,Rural,"366,571","83,038",547,"26,339","116,763","1,019","3,785","33,760","100,667",653
District - Dharmapuri,Urban,"82,941","4,418",140,"5,331","21,326",263,711,"4,430","46,194",128
District - Krishnagiri,Total,"530,396","61,084","1,254","59,563","137,448","3,103","7,716","55,358","203,593","1,277"
District - Krishnagiri,Rural,"401,843","58,089","1,017","52,455","121,517","2,006","5,224","42,414","118,133",988
District - Krishnagiri,Urban,"128,553","2,995",237,"7,108","15,931","1,097","2,492","12,944","85,460",289
District - Coimbatore,Total,"1,088,504","28,523","1,030","105,877","368,232","5,010","12,658","100,016","463,767","3,391"
District - Coimbatore,Rural,"265,022","17,269",317,"35,120","131,043","1,433","3,449","20,197","55,643",551
District - Coimbatore,Urban,"823,482","11,254",713,"70,757","237,189","3,577","9,209","79,819","408,124","2,840"
District - Tiruppur,Total,"821,630","33,209","1,080","94,230","365,394","4,022","9,754","72,103","239,974","1,864"
District - Tiruppur,Rural,"324,776","22,234",559,"39,663","165,470","1,683","4,182","30,588","59,752",645
District - Tiruppur,Urban,"496,854","10,975",521,"54,567","199,924","2,339","5,572","41,515","180,222","1,219"
STATE - TRIPURA,Total,"1,022,646","112,563","6,375","3,415","1,614","8,274","8,755","825,309","54,475","1,866"
STATE - TRIPURA,Rural,"725,309","108,170","4,903","2,874","1,429","2,598","4,136","592,085","7,861","1,253"
STATE - TRIPURA,Urban,"297,337","4,393","1,472",541,185,"5,676","4,619","233,224","46,614",613
District - West Tripura,Total,"484,874","22,131","3,012","1,430",520,"5,990","5,706","406,712","38,245","1,128"
District - West Tripura,Rural,"280,707","19,926","2,163","1,027",390,"1,427","2,037","250,811","2,325",601
District - West Tripura,Urban,"204,167","2,205",849,403,130,"4,563","3,669","155,901","35,920",527
District - South Tripura,Total,"253,404","33,077","1,460","1,131",373,"1,613","1,335","208,433","5,790",192
District - South Tripura,Rural,"211,832","32,218","1,132","1,049",357,841,826,"173,247","1,992",170
District - South Tripura,Urban,"41,572",859,328,82,16,772,509,"35,186","3,798",22
District - Dhalai,Total,"99,734","25,202",760,444,196,257,585,"69,792","2,162",336
District - Dhalai,Rural,"86,529","24,952",670,411,189,125,408,"58,217","1,223",334
District - Dhalai,Urban,"13,205",250,90,33,7,132,177,"11,575",939,2
District - North Tripura,Total,"184,634","32,153","1,143",410,525,414,"1,129","140,372","8,278",210
District - North Tripura,Rural,"146,241","31,074",938,387,493,205,865,"109,810","2,321",148
District - North Tripura,Urban,"38,393","1,079",205,23,32,209,264,"30,562","5,957",62
STATE - UTTAR PRADESH,Total,"42,602,359","10,313,269","198,268","3,417,279","293,264","13,321,900","5,817,251","1,554,894","7,453,987","232,247"
STATE - UTTAR PRADESH,Rural,"33,195,626","9,567,655","134,802","3,210,791","225,184","9,842,902","4,331,821","1,187,980","4,510,056","184,435"
STATE - UTTAR PRADESH,Urban,"9,406,733","745,614","63,466","206,488","68,080","3,478,998","1,485,430","366,914","2,943,931","47,812"
District - Saharanpur,Total,"836,975","176,614","2,111","8,005","3,895","315,781","12,379","35,376","281,254","1,560"
District - Saharanpur,Rural,"577,314","149,466","1,395","6,437","2,867","201,752","8,820","29,178","176,310","1,089"
District - Saharanpur,Urban,"259,661","27,148",716,"1,568","1,028","114,029","3,559","6,198","104,944",471
District - Muzaffarnagar,Total,"909,520","264,507","2,976","32,347","9,566","354,173","21,190","18,127","203,408","3,226"
District - Muzaffarnagar,Rural,"637,418","214,332","2,113","28,449","6,793","241,458","15,918","12,531","113,724","2,100"
District - Muzaffarnagar,Urban,"272,102","50,175",863,"3,898","2,773","112,715","5,272","5,596","89,684","1,126"
District - Bijnor,Total,"854,799","192,624","3,082","7,948","4,848","460,093","16,228","24,433","142,771","2,772"
District - Bijnor,Rural,"651,762","163,181","2,168","6,456","3,638","357,694","11,163","19,973","85,360","2,129"
District - Bijnor,Urban,"203,037","29,443",914,"1,492","1,210","102,399","5,065","4,460","57,411",643
District - Moradabad,Total,"988,148","329,020","5,077","11,376","4,536","494,163","45,749","19,986","75,139","3,102"
District - Moradabad,Rural,"661,402","284,481","2,804","8,768","3,568","282,300","38,963","12,140","26,579","1,799"
District - Moradabad,Urban,"326,746","44,539","2,273","2,608",968,"211,863","6,786","7,846","48,560","1,303"
District - Rampur,Total,"515,498","189,485","3,329","16,574","4,643","159,775","13,779","24,181","100,386","3,346"
District - Rampur,Rural,"383,751","170,754","2,418","15,168","3,234","119,952","9,699","17,099","42,872","2,555"
District - Rampur,Urban,"131,747","18,731",911,"1,406","1,409","39,823","4,080","7,082","57,514",791
District - Jyotiba Phule Nagar,Total,"426,957","102,583","1,861","5,677","5,372","188,632","71,585","16,588","32,848","1,811"
District - Jyotiba Phule Nagar,Rural,"322,733","88,535","1,207","4,427","4,800","128,792","60,265","13,762","19,473","1,472"
District - Jyotiba Phule Nagar,Urban,"104,224","14,048",654,"1,250",572,"59,840","11,320","2,826","13,375",339
District - Meerut,Total,"741,055","119,202","2,932","20,355","10,263","278,913","94,637","25,730","186,258","2,765"
District - Meerut,Rural,"359,241","86,758","1,729","15,167","6,981","116,005","66,706","11,019","53,274","1,602"
District - Meerut,Urban,"381,814","32,444","1,203","5,188","3,282","162,908","27,931","14,711","132,984","1,163"
District - Baghpat,Total,"286,094","80,407",702,"37,481","5,902","64,230","56,581","4,585","34,873","1,333"
District - Baghpat,Rural,"223,544","68,346",544,"33,543","5,125","48,757","46,947","3,492","15,621","1,169"
District - Baghpat,Urban,"62,550","12,061",158,"3,938",777,"15,473","9,634","1,093","19,252",164
District - Ghaziabad,Total,"1,051,527","92,372","4,620","19,177","25,314","155,950","265,896","34,315","446,115","7,768"
District - Ghaziabad,Rural,"326,735","61,301","1,342","10,829","9,856","59,042","109,564","11,052","61,436","2,313"
District - Ghaziabad,Urban,"724,792","31,071","3,278","8,348","15,458","96,908","156,332","23,263","384,679","5,455"
District - Gautam Buddha Nagar,Total,"412,432","26,054","2,021","4,580","6,493","43,667","120,662","15,629","189,857","3,469"
District - Gautam Buddha Nagar,Rural,"151,350","19,880",377,"2,480","2,604","20,924","72,419","5,766","25,088","1,812"
District - Gautam Buddha Nagar,Urban,"261,082","6,174","1,644","2,100","3,889","22,743","48,243","9,863","164,769","1,657"
District - Bulandshahr,Total,"807,370","113,305","1,880","6,680","6,255","173,122","352,636","19,803","129,576","4,113"
District - Bulandshahr,Rural,"606,550","95,376","1,156","5,445","4,771","95,932","313,171","14,970","72,611","3,118"
District - Bulandshahr,Urban,"200,820","17,929",724,"1,235","1,484","77,190","39,465","4,833","56,965",995
District - Aligarh,Total,"800,164","76,306","2,510","3,111","4,811","49,472","495,728","19,917","145,894","2,415"
District - Aligarh,Rural,"547,939","66,944","1,407","1,858","2,849","32,146","386,509","13,851","40,568","1,807"
District - Aligarh,Urban,"252,225","9,362","1,103","1,253","1,962","17,326","109,219","6,066","105,326",608
District - Mahamaya Nagar,Total,"350,347","28,711",780,"1,198","1,467","17,300","275,141","10,684","13,770","1,296"
District - Mahamaya Nagar,Rural,"274,080","26,798",643,"1,073","1,088","14,260","214,074","9,209","5,793","1,142"
District - Mahamaya Nagar,Urban,"76,267","1,913",137,125,379,"3,040","61,067","1,475","7,977",154
District - Mathura,Total,"546,549","22,110",988,"1,322","1,807","33,621","445,203","20,896","18,751","1,851"
District - Mathura,Rural,"385,436","20,029",654,881,"1,252","25,794","314,449","16,633","4,340","1,404"
District - Mathura,Urban,"161,113","2,081",334,441,555,"7,827","130,754","4,263","14,411",447
District - Agra,Total,"847,814","50,348","2,699","3,407","5,589","45,348","609,099","31,720","95,824","3,780"
District - Agra,Rural,"471,832","45,210","1,298","1,354","2,099","28,334","361,619","19,583","10,287","2,048"
District - Agra,Urban,"375,982","5,138","1,401","2,053","3,490","17,014","247,480","12,137","85,537","1,732"
District - Firozabad,Total,"510,320","63,173","1,854","3,384","3,230","45,763","169,532","17,578","202,862","2,944"
District - Firozabad,Rural,"335,639","58,357","1,027","1,767","2,006","28,460","127,608","9,593","105,060","1,761"
District - Firozabad,Urban,"174,681","4,816",827,"1,617","1,224","17,303","41,924","7,985","97,802","1,183"
District - Mainpuri,Total,"392,974","101,189",997,"1,956","1,253","40,858","22,714","5,496","216,929","1,582"
District - Mainpuri,Rural,"326,549","95,788",763,"1,756","1,042","32,370","20,777","4,284","168,339","1,430"
District - Mainpuri,Urban,"66,425","5,401",234,200,211,"8,488","1,937","1,212","48,590",152
District - Budaun,Total,"815,931","311,933","3,121","7,972","3,460","306,723","70,946","15,943","92,717","3,116"
District - Budaun,Rural,"675,223","285,285","2,336","7,188","3,055","228,436","67,506","12,639","65,983","2,795"
District - Budaun,Urban,"140,708","26,648",785,784,405,"78,287","3,440","3,304","26,734",321
District - Bareilly,Total,"936,422","153,096","5,218","89,775","7,783","502,944","21,229","25,037","124,054","7,286"
District - Bareilly,Rural,"604,143","131,813","2,354","79,205","6,040","310,175","11,563","12,368","44,889","5,736"
District - Bareilly,Urban,"332,279","21,283","2,864","10,570","1,743","192,769","9,666","12,669","79,165","1,550"
District - Pilibhit,Total,"441,240","97,221","2,852","44,973","3,660","244,306","6,408","19,173","20,182","2,465"
District - Pilibhit,Rural,"359,645","87,825","1,928","42,064","3,400","184,718","4,911","16,859","15,689","2,251"
District - Pilibhit,Urban,"81,595","9,396",924,"2,909",260,"59,588","1,497","2,314","4,493",214
District - Shahjahanpur,Total,"627,660","220,530","2,911","11,941","2,270","282,201","12,862","35,419","55,841","3,685"
District - Shahjahanpur,Rural,"503,366","204,341","1,949","9,819","1,917","199,208","10,187","29,677","43,448","2,820"
District - Shahjahanpur,Urban,"124,294","16,189",962,"2,122",353,"82,993","2,675","5,742","12,393",865
District - Kheri,Total,"838,048","315,053","4,095","5,450","1,743","448,333","10,197","41,162","7,354","4,661"
District - Kheri,Rural,"738,283","303,628","3,072","5,064","1,608","371,718","8,357","35,646","5,036","4,154"
District - Kheri,Urban,"99,765","11,425","1,023",386,135,"76,615","1,840","5,516","2,318",507
District - Sitapur,Total,"909,713","407,304","5,377","5,939",840,"449,327","8,959","16,686","10,589","4,692"
District - Sitapur,Rural,"806,973","395,422","4,341","5,262",602,"370,549","6,244","12,919","7,492","4,142"
District - Sitapur,Urban,"102,740","11,882","1,036",677,238,"78,778","2,715","3,767","3,097",550
District - Hardoi,Total,"873,534","383,687","2,588","5,965",915,"435,879","7,841","13,430","20,300","2,929"
District - Hardoi,Rural,"761,590","366,145","1,864","4,916",548,"352,770","5,647","10,981","16,168","2,551"
District - Hardoi,Urban,"111,944","17,542",724,"1,049",367,"83,109","2,194","2,449","4,132",378
District - Unnao,Total,"677,320","316,184","3,018","4,475","1,319","178,196","16,896","8,231","146,766","2,235"
District - Unnao,Rural,"567,477","297,210","2,372","3,652","1,018","130,528","12,853","5,756","112,250","1,838"
